gene index	a_n	m	resub	bresub
[48]	[0.0215]	-2.2247	0.3333	0.3020
[49]	[0.0277]	-2.9902	0.2667	0.2568
[50]	[-0.0049]	0.6791	0.3333	0.3199
[51]	[0.0107]	-0.6332	0.3333	0.3059
[52]	[0.0267]	-0.4408	0.4667	0.4560
[53]	[0.0659]	-4.7500	0.1333	0.1661
[54]	[0.0025]	-0.5112	0.2667	0.2063
[55]	[-0.0093]	0.6106	0.3333	0.3801
[56]	[-0.0108]	0.4723	0.4667	0.3758
[57]	[0.0361]	-0.6090	0.4000	0.3618
[58]	[0.0095]	-0.3003	0.4667	0.4606
[59]	[-0.0050]	0.2880	0.5333	0.5178
[60]	[0.0067]	-1.1515	0.3333	0.3832
[61]	[0.0015]	-0.8658	0.4667	0.4637
[62]	[-0.0166]	0.5033	0.4000	0.3733
[63]	[0.0010]	-0.1714	0.4667	0.3677
[64]	[0.0272]	-1.0341	0.2667	0.3293
[65]	[0.0554]	-0.7132	0.3333	0.3342
[66]	[0.0014]	0.0483	0.4667	0.4946
[67]	[-0.0135]	0.8993	0.2667	0.2314
[68]	[0.0372]	-0.6242	0.2000	0.2709
[69]	[0.0046]	-0.2125	0.4667	0.3838
[70]	[0.0357]	-0.5212	0.2000	0.2613
[71]	[0.0020]	-0.1039	0.4667	0.4707
[72]	[-0.0119]	1.0288	0.4000	0.3808
[73]	[-0.0603]	2.2647	0.2667	0.2928
[74]	[0.0350]	-0.8650	0.2667	0.2462
[75]	[0.0234]	-1.5867	0.2000	0.3024
[76]	[0.0172]	-0.8275	0.3333	0.3910
[77]	[0.0612]	-1.5453	0.2000	0.2192
[78]	[0.0115]	-0.5547	0.4667	0.4335
[79]	[0.0346]	-0.6706	0.3333	0.3959
[80]	[0.0327]	-1.8465	0.1333	0.1932
[81]	[0.0417]	-2.7641	0.1333	0.1737
[82]	[0.0124]	-0.5969	0.4000	0.4007
[83]	[-0.0019]	0.6842	0.3333	0.3281
[84]	[0.0238]	-1.1006	0.3333	0.3409
[85]	[0.0179]	-1.0238	0.2000	0.2878
[86]	[-0.0187]	1.0198	0.3333	0.3380
[87]	[-0.0331]	0.9300	0.2667	0.2277
[88]	[0.0080]	-1.3341	0.2667	0.2844
[89]	[0.0329]	-0.8379	0.2667	0.3002
[90]	[0.0088]	-0.0356	0.3333	0.3853
[91]	[0.0113]	-3.4795	0.1333	0.1946
[92]	[0.0859]	-1.5550	0.1333	0.1265
[93]	[0.0214]	-0.4340	0.2000	0.3365
[94]	[-0.0245]	1.5018	0.3333	0.3477
[95]	[0.0038]	-0.6226	0.4000	0.3598
[96]	[0.0770]	-2.0204	0.2667	0.2959
[97]	[0.0123]	-2.2773	0.2000	0.2268
[98]	[0.0089]	-0.9335	0.2667	0.2801
[99]	[-0.0078]	0.7802	0.2667	0.2430
[100]	[0.0005]	-0.0113	0.4667	0.4349
[101]	[-0.0230]	0.9246	0.2667	0.3222
[102]	[-0.0154]	0.6396	0.4000	0.3221
[103]	[0.0102]	-0.6839	0.4000	0.3508
[104]	[-0.0071]	0.3367	0.4667	0.4022
