gene index	a_n	m	resub	bresub
[208]	[0.0077]	0.6461	0.3043	0.3043
[209]	[0.0077]	-1.0212	0.2174	0.2293
[210]	[0.0105]	0.3433	0.3043	0.3041
[211]	[0.0147]	0.0495	0.3043	0.3031
[212]	[0.0008]	0.4181	0.3043	0.3044
[213]	[0.0003]	0.6329	0.3043	0.3061
[214]	[0.0045]	0.6636	0.3043	0.3048
[215]	[-0.0432]	2.6316	0.2174	0.2087
[216]	[-0.0098]	1.3692	0.2609	0.2530
[217]	[0.0118]	0.0897	0.3043	0.3275
[218]	[0.0015]	0.5598	0.3043	0.3044
[219]	[-0.0026]	0.9787	0.3043	0.3043
[220]	[0.0138]	0.0311	0.3043	0.3047
[221]	[-0.0167]	1.8050	0.2609	0.2580
[222]	[-0.0121]	2.2906	0.1739	0.1697
[223]	[0.0014]	0.5929	0.3043	0.3052
[224]	[-0.0114]	1.3585	0.2609	0.2552
[225]	[-0.0001]	0.8289	0.3043	0.3043
[226]	[0.0144]	0.4910	0.3043	0.3100
[227]	[0.0274]	-0.6177	0.2174	0.2089
[228]	[0.0104]	0.2019	0.3043	0.2984
[229]	[0.0009]	0.7388	0.3043	0.3043
[230]	[0.0062]	0.4276	0.3043	0.3049
[231]	[-0.0004]	0.8431	0.3043	0.3043
[232]	[0.0117]	0.4698	0.3043	0.3000
[233]	[0.0035]	-0.0135	0.3043	0.2899
[234]	[-0.0030]	1.0086	0.3043	0.3043
[235]	[0.0139]	-0.4963	0.2609	0.2350
[236]	[-0.0464]	3.3516	0.2174	0.2033
[237]	[0.0106]	0.0959	0.3043	0.3045
[238]	[-0.0235]	1.8759	0.2174	0.2141
[239]	[0.0632]	-0.3940	0.1739	0.1956
[240]	[-0.0027]	1.0056	0.3043	0.3043
[241]	[0.0006]	0.6581	0.3043	0.3051
[242]	[0.0062]	0.5170	0.3043	0.3042
[243]	[-0.0198]	1.4967	0.2609	0.2674
[244]	[0.0142]	0.3515	0.3043	0.3043
[245]	[0.0403]	-0.6997	0.2174	0.1960
[246]	[0.0015]	0.7970	0.3043	0.3043
[247]	[-0.0106]	1.0919	0.2609	0.2618
[248]	[-0.0050]	1.0626	0.3043	0.3003
[249]	[0.0000]	0.6438	0.3043	0.3043
[250]	[-0.0008]	0.8641	0.3043	0.3043
[251]	[-0.0161]	3.1059	0.2174	0.1786
[252]	[-0.0419]	2.0288	0.2174	0.2331
[253]	[0.0058]	0.6478	0.3043	0.3043
[254]	[0.0096]	0.2825	0.3043	0.3012
[255]	[0.0140]	0.2877	0.3043	0.3122
[256]	[0.0222]	0.0376	0.3043	0.2929
[257]	[-0.0012]	0.8598	0.3043	0.3043
[258]	[0.0021]	0.7728	0.3043	0.3043
[259]	[-0.0088]	1.1863	0.3043	0.2936
[260]	[0.0004]	-1.4646	0.1739	0.2009
[261]	[0.0074]	-0.0447	0.3043	0.2893
[262]	[-0.0188]	1.8510	0.2609	0.2807
[263]	[-0.0106]	1.1959	0.3043	0.2862
[264]	[-0.0099]	4.3927	0.2609	0.2595
[265]	[0.0024]	0.6078	0.3043	0.3043
[266]	[0.0085]	0.6655	0.3043	0.3048
[267]	[0.0061]	-0.1185	0.2609	0.2611
[268]	[0.0049]	-0.1248	0.2609	0.2779
[269]	[0.0278]	0.4901	0.3043	0.3050
[270]	[-0.0048]	1.0186	0.3043	0.3043
[271]	[-0.0008]	0.8892	0.3043	0.3043
[272]	[0.0273]	-1.1341	0.1304	0.1833
[273]	[0.0167]	0.4560	0.3043	0.3043
[274]	[-0.0060]	1.0522	0.2609	0.2799
[275]	[-0.0180]	1.7586	0.2174	0.2315
[276]	[0.0025]	0.7012	0.3043	0.3045
[277]	[-0.0030]	1.0526	0.3043	0.3077
[278]	[-0.0101]	1.3514	0.3043	0.2966
[279]	[0.0164]	0.3040	0.3043	0.3043
[280]	[-0.0186]	1.3066	0.3043	0.2870
[281]	[-0.0026]	0.9439	0.3043	0.3043
[282]	[-0.0008]	0.9823	0.3043	0.3043
[283]	[0.0889]	0.4839	0.3043	0.3053
[284]	[-0.0055]	1.0245	0.3043	0.3043
[285]	[0.0076]	0.5885	0.3043	0.3043
[286]	[-0.0315]	1.8981	0.2609	0.2731
[287]	[0.0097]	0.1768	0.3043	0.2862
[288]	[0.0272]	0.2711	0.3043	0.3434
[289]	[0.0560]	-1.1816	0.1739	0.1962
[290]	[-0.0044]	0.9269	0.3043	0.3043
[291]	[-0.0194]	1.2048	0.2609	0.2769
[292]	[-0.0333]	1.8859	0.2174	0.2050
[293]	[0.0170]	0.5933	0.3043	0.3043
[294]	[0.0115]	0.5192	0.3043	0.3043
[295]	[0.0128]	0.4823	0.3043	0.3004
[296]	[0.0023]	-0.0077	0.3043	0.3318
[297]	[-0.0016]	1.1897	0.2609	0.2665
[298]	[0.0003]	0.8187	0.3043	0.3043
[299]	[0.0110]	0.5146	0.3043	0.3043
[300]	[-0.0115]	1.3971	0.2609	0.2320
[301]	[-0.0071]	1.1958	0.3043	0.3028
[302]	[-0.0047]	1.0041	0.3043	0.3016
[303]	[-0.0245]	1.8175	0.2174	0.2442
[304]	[0.0012]	0.6702	0.3043	0.3047
[305]	[0.0099]	0.0846	0.3043	0.2773
[306]	[0.0124]	0.1305	0.3043	0.3084
[307]	[0.0096]	-1.1420	0.1739	0.1918
[308]	[0.0049]	0.6076	0.3043	0.3049
[309]	[0.0016]	-0.1743	0.2609	0.2666
[310]	[0.0110]	0.2090	0.3043	0.3043
[311]	[-0.0023]	0.8926	0.3043	0.3043
[312]	[0.0101]	0.4631	0.3043	0.3043
[313]	[-0.0081]	1.4222	0.3043	0.2836
[314]	[0.0106]	0.6218	0.3043	0.3043
[315]	[0.0116]	0.2465	0.3043	0.2954
[316]	[0.0028]	0.6802	0.3043	0.3043
[317]	[-0.0053]	1.7298	0.3043	0.2925
[318]	[-0.0016]	1.2540	0.3043	0.3043
[319]	[0.0161]	0.5726	0.3043	0.3035
[320]	[0.0025]	-1.3323	0.1304	0.1638
[321]	[-0.0064]	4.0672	0.2174	0.2238
[322]	[0.0007]	0.7425	0.3043	0.3043
[323]	[-0.0405]	1.8077	0.2174	0.2171
[324]	[0.0096]	-0.1461	0.2174	0.2100
[325]	[0.0023]	0.7696	0.3043	0.3043
[326]	[-0.0226]	1.5585	0.3043	0.2808
[327]	[-0.0033]	1.1134	0.3043	0.3043
[328]	[0.0088]	-1.1848	0.2174	0.2241
[329]	[0.0315]	-1.2796	0.0435	0.0982
[330]	[0.0009]	0.7703	0.3043	0.3043
[331]	[0.0159]	0.5567	0.3043	0.3043
[332]	[0.0101]	-0.1306	0.3043	0.2470
[333]	[0.0051]	0.3150	0.3043	0.3048
[334]	[-0.0201]	1.2115	0.2174	0.2372
[335]	[-0.0032]	1.2168	0.2609	0.2384
[336]	[0.0007]	0.8041	0.3043	0.3043
[337]	[-0.0021]	1.3616	0.3478	0.3295
[338]	[-0.0141]	1.3660	0.2609	0.2624
[339]	[0.0116]	0.5455	0.3043	0.3043
[340]	[0.0032]	0.5655	0.3043	0.3043
[341]	[-0.0575]	3.0608	0.2174	0.1982
[342]	[-0.0277]	1.6921	0.2609	0.2581
[343]	[0.0391]	-0.0279	0.3043	0.2867
[344]	[-0.0239]	1.3688	0.2609	0.2742
[345]	[-0.0130]	1.1472	0.3043	0.3041
[346]	[0.0247]	0.2555	0.3043	0.2976
[347]	[-0.0105]	1.8364	0.2174	0.1990
[348]	[-0.0086]	1.1492	0.3043	0.3020
[349]	[0.0280]	-1.0430	0.2609	0.2646
[350]	[0.0108]	0.4355	0.3043	0.3043
[351]	[-0.0006]	0.8504	0.3043	0.3043
[352]	[-0.0036]	1.0687	0.2609	0.2756
[353]	[0.0603]	-0.7606	0.1304	0.1699
[354]	[0.0021]	0.6597	0.3043	0.3049
[355]	[-0.0046]	1.0193	0.3043	0.3043
[356]	[-0.0036]	1.6239	0.2174	0.2515
[357]	[-0.0147]	1.2862	0.2609	0.2511
[358]	[0.0011]	0.7781	0.3043	0.3043
[359]	[0.0068]	0.6870	0.3043	0.3043
[360]	[-0.0000]	0.8268	0.3043	0.3043
[361]	[0.0269]	0.3714	0.3043	0.3049
[362]	[-0.0008]	0.8680	0.3043	0.3043
[363]	[0.0030]	0.7019	0.3043	0.3043
[364]	[0.0059]	0.1034	0.3043	0.2962
[365]	[-0.0170]	1.4331	0.3043	0.3038
[366]	[0.0074]	0.1303	0.3043	0.2921
[367]	[0.0126]	-0.6658	0.1304	0.1750
[368]	[-0.0190]	1.3432	0.3043	0.2983
[369]	[0.0002]	0.7079	0.3043	0.3044
[370]	[0.0216]	0.3845	0.3043	0.3011
[371]	[0.0246]	0.2084	0.3043	0.3210
[372]	[0.0064]	-7.4654	0.0435	0.0777
[373]	[-0.0020]	1.0608	0.3043	0.3043
[374]	[0.0147]	0.1607	0.3043	0.3054
[375]	[-0.0049]	1.0803	0.3043	0.3043
[376]	[0.0013]	-0.1007	0.3043	0.2642
[377]	[0.0278]	0.2221	0.3043	0.3049
[378]	[0.0022]	0.7156	0.3043	0.3045
[379]	[0.0007]	0.2186	0.3043	0.3065
[380]	[0.0012]	0.7026	0.3043	0.3043
[381]	[-0.0035]	1.3144	0.3043	0.3043
[382]	[0.0046]	0.4382	0.3043	0.3043
[383]	[-0.0047]	0.9522	0.3043	0.3043
[384]	[0.0038]	0.5861	0.3043	0.3070
[385]	[0.0203]	-0.4625	0.2609	0.2466
[386]	[-0.0144]	1.7436	0.2609	0.2674
[387]	[0.0213]	0.3541	0.3043	0.3028
[388]	[0.0034]	0.4697	0.3043	0.3048
[389]	[-0.0076]	1.0031	0.3043	0.3043
[390]	[0.0019]	0.7349	0.3043	0.3043
[391]	[0.0191]	-0.0139	0.2174	0.2572
[392]	[0.0312]	-0.1355	0.2174	0.2506
[393]	[-0.0089]	1.3283	0.3478	0.3397
[394]	[-0.0169]	1.3013	0.3043	0.2915
[395]	[-0.0214]	2.0768	0.1739	0.1759
[396]	[0.0169]	0.6431	0.3043	0.3043
[397]	[0.0043]	0.4094	0.3043	0.3042
[398]	[0.0079]	-2.5047	0.1304	0.1753
[399]	[0.0203]	0.4855	0.3043	0.3079
[400]	[0.0012]	0.6377	0.3043	0.3043
[401]	[-0.0059]	1.1961	0.3043	0.2964
[402]	[-0.0078]	1.3215	0.3043	0.3043
[403]	[0.0236]	-0.5798	0.3043	0.2866
[404]	[0.0112]	0.4631	0.3043	0.3062
[405]	[-0.0101]	1.3545	0.3043	0.3043
[406]	[-0.0097]	1.8651	0.1739	0.1896
[407]	[0.0065]	0.4656	0.3043	0.3043
[408]	[-0.0038]	0.9397	0.3043	0.3043
[409]	[-0.0077]	0.9752	0.3043	0.3043
[410]	[-0.0121]	1.3892	0.2609	0.2522
[411]	[0.0193]	0.2634	0.3043	0.3062
[412]	[0.0029]	0.4960	0.3043	0.3163
[413]	[0.0002]	0.6025	0.3043	0.3045
[414]	[0.0472]	0.0494	0.3043	0.3171
[415]	[0.0046]	0.5922	0.3043	0.3066
[416]	[0.0060]	0.7180	0.3043	0.3043
[417]	[0.0012]	0.7752	0.3043	0.3043
[418]	[-0.0188]	1.4643	0.2609	0.2575
[419]	[0.0181]	0.2891	0.3043	0.3150
[420]	[0.0460]	0.1259	0.3043	0.2507
[421]	[-0.0295]	1.9342	0.2609	0.2142
[422]	[0.0038]	0.7658	0.3043	0.3043
[423]	[0.0030]	0.2924	0.3043	0.3043
[424]	[0.0201]	0.5976	0.3043	0.3044
[425]	[0.0131]	0.1625	0.3043	0.3062
[426]	[0.0058]	0.6830	0.3043	0.3043
[427]	[0.0132]	-0.6264	0.3478	0.3128
[428]	[-0.0140]	1.3150	0.2609	0.2754
[429]	[0.0058]	0.7046	0.3043	0.3043
[430]	[0.0071]	-1.6280	0.1739	0.1790
[431]	[-0.0019]	1.0292	0.3043	0.3043
[432]	[0.0001]	0.8199	0.3043	0.3043
[433]	[0.0284]	0.2404	0.3043	0.2982
[434]	[-0.0151]	1.1611	0.3043	0.2992
[435]	[0.0022]	0.7620	0.3043	0.3043
[436]	[-0.0001]	0.8378	0.3043	0.3043
[437]	[0.0010]	0.7409	0.3043	0.3043
[438]	[0.0222]	0.5114	0.3043	0.3043
[439]	[0.0039]	0.6388	0.3043	0.3043
[440]	[0.0002]	-0.7647	0.3043	0.3215
[441]	[-0.0114]	1.3941	0.3043	0.3039
[442]	[-0.0014]	0.9291	0.3043	0.3037
[443]	[-0.0109]	1.4952	0.3478	0.3262
[444]	[0.0045]	-0.8788	0.2174	0.2368
[445]	[0.0130]	-1.4316	0.0435	0.0669
[446]	[-0.0123]	1.9239	0.2609	0.2717
[447]	[0.0001]	0.8204	0.3043	0.3043
[448]	[0.0562]	-0.8366	0.2174	0.1815
[449]	[0.0040]	-0.2919	0.3043	0.3438
[450]	[-0.0027]	1.0661	0.3043	0.3039
[451]	[-0.0009]	0.9246	0.3043	0.3043
[452]	[0.0374]	0.0826	0.3043	0.2522
[453]	[0.0026]	0.2593	0.3043	0.3009
[454]	[0.0176]	0.3132	0.3043	0.2878
[455]	[-0.0104]	1.7150	0.2609	0.2197
[456]	[0.0029]	0.4978	0.3043	0.3043
[457]	[0.0026]	0.7654	0.3043	0.3043
[458]	[-0.0015]	0.9549	0.3043	0.3043
[459]	[-0.0080]	1.3112	0.3478	0.3424
[460]	[0.0266]	-0.1261	0.2609	0.2842
[461]	[0.0111]	0.5851	0.3043	0.3042
[462]	[-0.0311]	1.9713	0.2609	0.2436
[463]	[-0.0039]	1.0454	0.3043	0.3043
[464]	[-0.0008]	0.9340	0.3043	0.3043
