gene index	a_n	m	resub	bresub
[7,93,372]	[-0.0214  0.0069  0.0123]	-11.3303	0.0435	0.0441
[7,95,372]	[-0.0375  0.0272  0.0233]	-27.4055	0.0000	0.0228
[7,97,372]	[-0.0239  0.0120  0.0118]	-12.1158	0.0000	0.0449
[7,101,372]	[-0.0219  0.0166  0.0127]	-12.1770	0.0000	0.0440
[7,102,372]	[-0.0227  0.0182  0.0128]	-12.1740	0.0000	0.0492
[7,106,372]	[-0.0215  0.0080  0.0125]	-12.0701	0.0000	0.0426
[7,110,372]	[-0.0216  0.0109  0.0123]	-11.2092	0.0435	0.0432
[7,113,372]	[-0.0224  0.0164  0.0123]	-11.1575	0.0435	0.0476
[7,114,372]	[-0.0215  -0.0130  0.0125]	-10.3166	0.0435	0.0447
[7,115,372]	[-0.0216  0.0029  0.0121]	-10.9891	0.0435	0.0473
[7,120,372]	[-0.0217  0.0020  0.0122]	-11.0549	0.0435	0.0440
[7,121,372]	[-0.0216  -0.0021  0.0123]	-10.8498	0.0435	0.0404
[7,123,372]	[-0.0217  0.0060  0.0122]	-10.9832	0.0435	0.0403
[7,124,372]	[-0.0218  0.0011  0.0122]	-11.0032	0.0435	0.0453
[7,125,372]	[-0.0222  0.0011  0.0123]	-11.0109	0.0435	0.0439
[7,127,372]	[-0.0218  0.0003  0.0122]	-10.9525	0.0435	0.0466
[7,133,372]	[-0.0219  0.0071  0.0121]	-11.0521	0.0000	0.0427
[7,138,372]	[-0.0219  -0.0050  0.0122]	-10.6697	0.0435	0.0427
[7,139,372]	[-0.0218  -0.0003  0.0122]	-10.9179	0.0435	0.0468
[7,145,372]	[-0.0219  0.0028  0.0123]	-11.1571	0.0435	0.0472
[7,146,372]	[-0.0219  0.0104  0.0121]	-11.0075	0.0435	0.0435
[7,151,372]	[-0.0233  0.0066  0.0122]	-11.1310	0.0435	0.0474
[7,153,372]	[-0.0219  -0.0017  0.0123]	-10.9380	0.0435	0.0395
[7,154,372]	[-0.0217  -0.0016  0.0123]	-10.8514	0.0435	0.0426
[7,155,372]	[-0.0214  0.0139  0.0124]	-11.7100	0.0000	0.0466
[7,156,372]	[-0.0219  0.0246  0.0120]	-12.6424	0.0000	0.0399
[7,157,372]	[-0.0248  0.0142  0.0119]	-10.8627	0.0000	0.0464
[7,159,372]	[-0.0219  -0.0020  0.0126]	-11.0739	0.0435	0.0497
[7,160,372]	[-0.0178  -0.0043  0.0122]	-10.5470	0.0435	0.0492
[7,161,372]	[-0.0219  0.0071  0.0121]	-11.0331	0.0435	0.0447
[7,162,372]	[-0.0218  0.0052  0.0120]	-11.0024	0.0435	0.0425
[7,163,372]	[-0.0223  0.0067  0.0122]	-11.1329	0.0435	0.0436
[7,164,372]	[-0.0212  -0.0095  0.0124]	-10.5819	0.0000	0.0405
[7,165,372]	[-0.0169  -0.0045  0.0136]	-10.2954	0.0000	0.0485
[7,167,372]	[-0.0224  0.0098  0.0120]	-11.8577	0.0435	0.0460
[7,169,372]	[-0.0220  -0.0052  0.0122]	-10.7620	0.0435	0.0394
[7,171,372]	[-0.0210  0.0079  0.0137]	-15.0462	0.0000	0.0430
[7,173,372]	[-0.0216  0.0176  0.0120]	-11.4742	0.0000	0.0437
[7,176,372]	[-0.0215  0.0056  0.0125]	-11.5722	0.0435	0.0453
[7,180,372]	[-0.0218  0.0146  0.0123]	-11.4260	0.0435	0.0472
[7,183,372]	[-0.0214  -0.0123  0.0128]	-10.0750	0.0435	0.0489
[7,188,372]	[-0.0215  0.0100  0.0126]	-11.9683	0.0000	0.0429
[7,189,372]	[-0.0217  -0.0071  0.0123]	-10.6108	0.0435	0.0439
[7,190,372]	[-0.0216  0.0081  0.0124]	-11.4723	0.0435	0.0412
[7,191,372]	[-0.0213  0.0094  0.0120]	-11.4037	0.0000	0.0443
[7,192,372]	[-0.0215  0.0169  0.0124]	-11.5356	0.0435	0.0485
[7,193,372]	[-0.0221  -0.0093  0.0122]	-10.5460	0.0435	0.0463
[7,194,372]	[-0.0215  -0.0069  0.0122]	-10.7303	0.0435	0.0415
[7,197,372]	[-0.0222  -0.0147  0.0130]	-11.2814	0.0435	0.0494
[7,198,372]	[-0.0221  0.0073  0.0121]	-11.4199	0.0000	0.0433
[7,199,372]	[-0.0230  0.0075  0.0123]	-11.3020	0.0435	0.0469
[7,200,372]	[-0.0216  0.0056  0.0122]	-11.0003	0.0435	0.0410
[7,202,372]	[-0.0214  0.0021  0.0123]	-11.2410	0.0435	0.0459
[7,203,372]	[-0.0217  -0.0114  0.0125]	-10.7180	0.0000	0.0424
[7,204,372]	[-0.0209  0.0039  0.0119]	-11.1886	0.0000	0.0448
[7,205,372]	[-0.0218  0.0010  0.0122]	-10.9486	0.0435	0.0409
[7,207,372]	[-0.0216  -0.0041  0.0123]	-11.0150	0.0435	0.0400
[7,208,372]	[-0.0220  0.0144  0.0123]	-11.2953	0.0000	0.0399
[7,209,372]	[-0.0216  -0.0008  0.0124]	-10.9264	0.0435	0.0471
[7,211,372]	[-0.0212  0.0096  0.0122]	-11.4893	0.0435	0.0477
[7,214,372]	[-0.0215  0.0061  0.0124]	-11.4446	0.0435	0.0412
