gene index	a_n	m	resub	bresub
[292]	[-0.0164]	0.4595	0.5625	0.4552
[293]	[0.0278]	-0.3516	0.3750	0.3760
[294]	[-0.0135]	0.4553	0.4375	0.3804
[295]	[0.0176]	-0.3631	0.4375	0.4442
[296]	[0.0022]	-1.4155	0.4375	0.3927
[297]	[0.0069]	-0.8472	0.1875	0.2952
[298]	[0.0291]	-0.8489	0.3125	0.3972
[299]	[-0.0108]	0.4852	0.3125	0.4214
[300]	[0.0249]	-0.4624	0.3750	0.3913
[301]	[-0.0024]	0.1134	0.4375	0.4560
[302]	[0.0066]	-0.1456	0.4375	0.4648
[303]	[0.0051]	-0.1788	0.4375	0.4380
[304]	[0.0010]	-0.2947	0.4375	0.3530
[305]	[0.0472]	-4.3249	0.1250	0.1186
[306]	[-0.0212]	1.6935	0.2500	0.3168
[307]	[0.0026]	-0.9406	0.5000	0.4510
[308]	[0.0046]	-0.3855	0.4375	0.3735
[309]	[-0.0014]	1.0507	0.4375	0.4346
[310]	[-0.0272]	2.0235	0.1875	0.2895
[311]	[-0.0064]	0.3223	0.4375	0.3405
[312]	[0.0006]	-0.0225	0.5625	0.5135
[313]	[-0.0046]	0.6192	0.3125	0.2842
[314]	[0.0301]	-0.7674	0.5000	0.3732
[315]	[-0.0266]	1.9326	0.3125	0.3741
[316]	[0.0054]	-0.3833	0.3125	0.2373
[317]	[-0.0084]	1.7126	0.3125	0.3431
[318]	[0.0013]	-0.3205	0.3750	0.3916
[319]	[-0.0176]	0.3965	0.4375	0.4279
[320]	[0.0020]	-2.3005	0.1875	0.2366
[321]	[-0.0020]	0.8561	0.5000	0.4945
[322]	[-0.0000]	0.0014	0.3750	0.4310
[323]	[0.0118]	-0.2156	0.3750	0.3683
[324]	[0.0072]	-1.1465	0.3125	0.3075
[325]	[0.0005]	-0.0168	0.5625	0.5019
[326]	[-0.0019]	0.0580	0.4375	0.4781
[327]	[0.0183]	-1.7157	0.2500	0.2820
[328]	[-0.0004]	0.1239	0.5625	0.5417
[329]	[0.0069]	-1.0330	0.3750	0.3982
[330]	[-0.0071]	0.4259	0.5625	0.5103
[331]	[0.0143]	-0.3126	0.5000	0.5284
[332]	[-0.0017]	0.1998	0.3125	0.4013
[333]	[0.0060]	-0.7908	0.4375	0.4128
[334]	[-0.0168]	0.3594	0.3750	0.4104
[335]	[-0.0085]	0.2612	0.5000	0.4900
[336]	[-0.0018]	0.0603	0.3750	0.4082
[337]	[0.0112]	-1.9433	0.3750	0.3820
[338]	[-0.0207]	0.6088	0.1875	0.3088
[339]	[0.0093]	-0.2146	0.5625	0.5592
[340]	[0.0059]	-0.5382	0.3750	0.3887
[341]	[-0.0329]	0.6361	0.3750	0.4320
[342]	[-0.0423]	1.5488	0.3125	0.2953
[343]	[0.0070]	-0.1726	0.4375	0.4043
[344]	[-0.0154]	0.2542	0.5000	0.5071
[345]	[0.0228]	-0.4884	0.3750	0.3889
[346]	[-0.0042]	0.1099	0.4375	0.4917
[347]	[-0.0113]	0.6626	0.4375	0.3590
[348]	[-0.0042]	0.1164	0.5625	0.4945
[349]	[-0.0393]	3.3293	0.3125	0.2964
[350]	[0.0028]	-0.1091	0.5000	0.4640
[351]	[-0.0028]	0.1811	0.5000	0.3767
[352]	[-0.0027]	0.1912	0.4375	0.4284
[353]	[0.0634]	-2.0073	0.3125	0.2922
[354]	[0.0024]	-0.3741	0.3750	0.3106
[355]	[-0.0006]	0.0228	0.5000	0.5234
[356]	[-0.0105]	2.4615	0.4375	0.3964
