gene index	a_n	m	resub	bresub
[309]	[-0.0015]	1.3212	0.3333	0.3464
[310]	[-0.0212]	1.6420	0.2667	0.3060
[311]	[-0.0263]	1.0860	0.3333	0.3854
[312]	[0.0124]	-0.2923	0.4667	0.4939
[313]	[-0.0055]	0.5786	0.3333	0.3525
[314]	[0.0010]	0.1026	0.4667	0.4667
[315]	[0.0152]	-0.7023	0.4667	0.4000
[316]	[0.0049]	-0.2215	0.2667	0.2152
[317]	[-0.0095]	1.8987	0.2667	0.3034
[318]	[-0.0023]	0.8442	0.2667	0.3037
[319]	[0.0175]	-0.1330	0.4000	0.4258
[320]	[0.0001]	0.0026	0.4667	0.4252
[321]	[0.0064]	-2.3172	0.4000	0.3759
[322]	[-0.0142]	0.9192	0.4000	0.3513
[323]	[-0.0174]	0.5583	0.2667	0.3207
[324]	[0.0048]	-0.6948	0.3333	0.3817
[325]	[0.0081]	-0.0847	0.5333	0.5247
[326]	[-0.0037]	0.2544	0.4667	0.4480
[327]	[0.0347]	-2.8487	0.2667	0.2700
[328]	[-0.0028]	1.0710	0.2667	0.3517
[329]	[0.0069]	-0.8315	0.1333	0.2831
[330]	[0.0025]	0.0013	0.4667	0.4293
[331]	[0.0093]	-0.0722	0.4000	0.4285
[332]	[-0.0106]	1.4982	0.4000	0.3734
[333]	[0.0068]	-0.7187	0.4000	0.3904
[334]	[-0.0010]	0.1513	0.4667	0.4667
[335]	[0.0060]	-0.0345	0.3333	0.3514
[336]	[-0.0057]	0.3497	0.4000	0.4305
[337]	[0.0006]	0.0200	0.4667	0.4440
[338]	[-0.0120]	0.6421	0.4000	0.3214
[339]	[0.0284]	-0.4062	0.4000	0.3422
[340]	[0.0045]	-0.2718	0.2667	0.2684
[341]	[-0.0497]	1.1103	0.4000	0.4286
[342]	[-0.0292]	0.7013	0.3333	0.3411
[343]	[-0.0205]	0.8033	0.3333	0.3429
[344]	[-0.0027]	0.1679	0.4667	0.4667
[345]	[-0.0186]	0.7645	0.3333	0.3252
[346]	[0.0362]	-0.3890	0.2667	0.2942
[347]	[-0.0082]	0.6018	0.4000	0.3615
[348]	[-0.0038]	0.2360	0.4667	0.4818
[349]	[-0.0178]	1.6571	0.3333	0.3522
[350]	[-0.0059]	0.4160	0.5333	0.4423
[351]	[0.0136]	-0.3989	0.4667	0.4463
[352]	[0.0058]	-0.1256	0.5333	0.4778
[353]	[0.0326]	-0.9965	0.4000	0.3875
[354]	[0.0024]	-0.2272	0.1333	0.2492
[355]	[0.0730]	-1.5530	0.1333	0.1811
[356]	[-0.0009]	0.3193	0.4667	0.4252
[357]	[0.0050]	0.0252	0.4667	0.4172
[358]	[-0.0191]	1.5183	0.3333	0.3477
[359]	[0.0225]	-0.3605	0.3333	0.3746
[360]	[0.0055]	-0.2564	0.2667	0.3741
[361]	[0.0664]	-1.1155	0.3333	0.3558
[362]	[-0.0025]	0.3113	0.4000	0.2932
[363]	[0.0089]	-0.2292	0.6667	0.5495
[364]	[0.0056]	-0.3727	0.4000	0.4221
[365]	[0.0087]	-0.0457	0.4000	0.4339
[366]	[-0.0041]	0.7962	0.4667	0.4601
[367]	[0.0009]	-0.0639	0.4000	0.4145
[368]	[-0.0013]	0.1691	0.4667	0.4698
[369]	[-0.0009]	1.7503	0.2000	0.2096
[370]	[0.0338]	-0.6344	0.2667	0.2999
[371]	[-0.0042]	0.3353	0.4667	0.4455
[372]	[-0.0002]	0.5092	0.3333	0.3603
[373]	[-0.0059]	0.6725	0.4667	0.4474
[374]	[0.0077]	-0.4377	0.3333	0.4298
[375]	[-0.0173]	1.0016	0.4667	0.4115
[376]	[-0.0006]	0.7125	0.3333	0.3831
[377]	[-0.0033]	0.2913	0.4667	0.4724
[378]	[0.0026]	-0.1254	0.4000	0.3241
[379]	[0.0012]	-1.4543	0.2667	0.2620
[380]	[-0.0016]	0.2712	0.4667	0.4537
[381]	[-0.0036]	0.5982	0.4667	0.4300
[382]	[-0.0046]	0.6107	0.4000	0.3942
[383]	[-0.0093]	0.4134	0.4000	0.4027
[384]	[0.0044]	-0.3787	0.2000	0.2262
[385]	[-0.0196]	2.1690	0.2667	0.3297
[386]	[-0.0202]	1.3561	0.2667	0.2612
[387]	[-0.0199]	0.8028	0.5333	0.4394
[388]	[0.0032]	-0.2281	0.4667	0.3959
[389]	[-0.0173]	0.5715	0.3333	0.3962
[390]	[-0.0003]	0.1399	0.4667	0.4667
[391]	[-0.0054]	0.5135	0.4667	0.4183
[392]	[0.0241]	-1.0130	0.2000	0.3415
[393]	[0.0029]	0.0439	0.4667	0.4520
[394]	[0.0118]	-0.2002	0.4667	0.4265
[395]	[-0.0075]	0.3939	0.4000	0.3591
[396]	[0.0209]	-0.2392	0.3333	0.3901
[397]	[-0.0001]	0.1465	0.4667	0.4667
[398]	[-0.0012]	0.9444	0.4667	0.4187
[399]	[0.0228]	-0.3896	0.3333	0.3287
[400]	[0.0007]	0.0363	0.4667	0.4666
[401]	[-0.0406]	0.9471	0.3333	0.2840
[402]	[-0.0211]	1.7886	0.3333	0.3494
[403]	[0.0210]	-1.2089	0.4667	0.4164
[404]	[0.0307]	-0.9862	0.3333	0.3045
[405]	[0.0100]	-0.1483	0.4667	0.4530
[406]	[-0.0066]	1.0549	0.2000	0.2478
[407]	[0.0016]	0.0032	0.4667	0.4867
[408]	[-0.0087]	0.4589	0.3333	0.3948
[409]	[-0.0524]	2.0552	0.2000	0.2156
[410]	[0.0122]	-0.3149	0.4000	0.4183
[411]	[0.0036]	-0.0410	0.4667	0.4153
[412]	[0.0021]	-0.4197	0.4000	0.3883
[413]	[0.0002]	-0.3162	0.4667	0.3840
[414]	[0.0151]	-0.2843	0.4000	0.3854
[415]	[-0.0001]	0.1420	0.4667	0.4667
[416]	[0.0062]	-0.0958	0.5333	0.4483
[417]	[0.0514]	-1.7992	0.1333	0.1689
[418]	[-0.0383]	1.7030	0.3333	0.3217
[419]	[0.0008]	0.0921	0.4667	0.4667
[420]	[0.0657]	-0.8008	0.2667	0.2813
[421]	[-0.0403]	1.3145	0.2000	0.2305
[422]	[-0.0189]	0.4608	0.4667	0.4471
[423]	[0.0031]	-0.3760	0.5333	0.4680
[424]	[0.0109]	-0.0756	0.5333	0.5153
[425]	[-0.0139]	0.9134	0.4000	0.3756
[426]	[-0.0063]	0.3088	0.4667	0.4540
[427]	[0.0022]	-0.1930	0.4000	0.3344
[428]	[0.0145]	-0.2976	0.4667	0.4149
[429]	[0.0559]	-0.6621	0.2667	0.2613
[430]	[0.0023]	-0.8960	0.4000	0.4118
[431]	[0.0138]	-1.2033	0.4000	0.4018
[432]	[-0.0132]	0.8851	0.2667	0.2471
[433]	[0.0216]	-0.4810	0.2000	0.2799
[434]	[0.0761]	-1.2802	0.4000	0.4015
[435]	[-0.0044]	0.2735	0.4000	0.4415
[436]	[-0.0044]	1.2150	0.3333	0.3590
[437]	[-0.0027]	0.4182	0.2667	0.3302
[438]	[0.0205]	-0.3825	0.4000	0.3944
[439]	[-0.0214]	0.8916	0.3333	0.3220
[440]	[0.0001]	-0.5975	0.3333	0.4846
[441]	[-0.0149]	1.0077	0.3333	0.3240
[442]	[0.0029]	0.0007	0.4667	0.4996
[443]	[0.0010]	0.0929	0.4667	0.4667
[444]	[0.0028]	-1.0429	0.4000	0.4427
[445]	[-0.0005]	0.2714	0.4000	0.4252
[446]	[-0.0213]	1.5631	0.3333	0.3200
[447]	[-0.0026]	0.2731	0.4000	0.3845
[448]	[0.0301]	-1.3809	0.4000	0.3284
[449]	[0.0044]	-1.5390	0.2667	0.2535
[450]	[-0.0041]	0.3860	0.5333	0.4650
