gene index	a_n	m	resub	bresub
[421]	[-0.0177]	1.4846	0.2727	0.2526
[422]	[0.0150]	0.4909	0.3182	0.3178
[423]	[0.0008]	0.6444	0.3182	0.3182
[424]	[0.0468]	0.2682	0.3182	0.3247
[425]	[0.0093]	0.3445	0.3182	0.3182
[426]	[-0.0015]	0.7958	0.3182	0.3182
[427]	[0.0025]	0.5200	0.3182	0.3182
[428]	[0.0020]	0.6822	0.3182	0.3182
[429]	[-0.0186]	1.0356	0.2727	0.2714
[430]	[0.0062]	-1.0055	0.2273	0.2837
[431]	[-0.0052]	1.2986	0.3182	0.3182
[432]	[0.0059]	0.4125	0.3182	0.3180
[433]	[0.0220]	0.2674	0.3182	0.3171
[434]	[-0.0219]	1.2174	0.2727	0.2626
[435]	[0.0093]	0.4532	0.3182	0.3182
[436]	[0.0011]	0.5662	0.3182	0.3182
[437]	[0.0003]	0.7369	0.3182	0.3182
[438]	[0.0098]	0.7092	0.3182	0.3182
[439]	[0.0050]	0.5401	0.3182	0.3182
[440]	[0.0003]	-1.1094	0.3182	0.3242
[441]	[0.0047]	0.4966	0.3182	0.3182
[442]	[-0.0049]	1.0326	0.2727	0.2545
[443]	[-0.0318]	2.5398	0.3182	0.3039
[444]	[0.0041]	-0.6988	0.2273	0.2675
[445]	[0.0109]	-0.9682	0.0455	0.0715
[446]	[-0.0078]	1.5480	0.3182	0.3206
[447]	[-0.0048]	1.0214	0.3182	0.3122
[448]	[0.0384]	0.0865	0.3182	0.3605
[449]	[0.0191]	-3.9449	0.3182	0.2992
[450]	[-0.0050]	1.1725	0.2727	0.2770
[451]	[0.0021]	0.5198	0.3182	0.3182
[452]	[0.0166]	0.5029	0.3182	0.3175
[453]	[0.0017]	0.4783	0.3182	0.3182
[454]	[0.0142]	0.4322	0.3182	0.3151
[455]	[-0.0131]	1.7888	0.2273	0.2108
[456]	[0.0054]	0.5313	0.3182	0.3182
[457]	[0.0019]	0.7176	0.3182	0.3182
[458]	[-0.0016]	0.9001	0.3182	0.3178
[459]	[0.0020]	0.6179	0.3182	0.3182
[460]	[0.0152]	0.1227	0.3182	0.3435
[461]	[0.0173]	0.3304	0.3182	0.2959
[462]	[-0.0183]	1.4979	0.3182	0.2783
[463]	[-0.0189]	1.6770	0.2273	0.2152
[464]	[0.0021]	0.4810	0.3182	0.3182
