gene index	a_n	m	resub	bresub
[38]	[0.0142]	-1.1112	0.4667	0.4409
[39]	[0.0119]	-1.4492	0.1333	0.2353
[40]	[0.0419]	-1.1117	0.4000	0.3765
[41]	[-0.0621]	2.0162	0.2667	0.2587
[42]	[0.0342]	-1.6863	0.2667	0.2779
[43]	[0.0570]	-0.7761	0.2667	0.2759
[44]	[0.0034]	-0.2577	0.4667	0.4634
[45]	[-0.0030]	0.2658	0.3333	0.3495
[46]	[-0.0003]	0.1505	0.4667	0.4667
[47]	[0.0070]	-0.7344	0.2667	0.3012
[48]	[0.0049]	-0.1977	0.4000	0.3955
[49]	[0.0148]	-1.0610	0.3333	0.3647
[50]	[-0.0065]	0.7636	0.2667	0.2636
[51]	[0.0068]	-0.0644	0.4667	0.4859
[52]	[0.0198]	-0.2190	0.3333	0.3762
[53]	[0.0141]	-0.5164	0.3333	0.3914
[54]	[0.0149]	-1.5979	0.3333	0.3345
[55]	[-0.0127]	0.7337	0.3333	0.3534
[56]	[-0.0013]	0.1851	0.4000	0.4155
[57]	[0.0143]	-0.1712	0.4667	0.4323
[58]	[0.0106]	-0.3283	0.4000	0.4225
[59]	[0.0060]	-0.0863	0.6667	0.5463
[60]	[0.0002]	0.1052	0.4667	0.4667
[61]	[0.0005]	-0.2001	0.4000	0.4811
[62]	[-0.0205]	0.5407	0.4000	0.3760
[63]	[0.0050]	-0.5238	0.4667	0.4472
[64]	[-0.0116]	0.4944	0.4667	0.4365
[65]	[0.1138]	-1.5132	0.2667	0.2818
[66]	[-0.0178]	0.9367	0.3333	0.3480
[67]	[-0.0114]	0.8355	0.2667	0.2503
[68]	[0.0157]	-0.1260	0.3333	0.3810
[69]	[0.0137]	-0.6762	0.3333	0.3433
[70]	[0.0260]	-0.5047	0.2000	0.2927
[71]	[-0.0138]	1.2060	0.2667	0.2866
[72]	[0.0049]	-0.3211	0.5333	0.5182
[73]	[-0.0414]	1.7013	0.4000	0.3610
[74]	[0.0429]	-1.1619	0.2667	0.2416
[75]	[0.0082]	-0.3290	0.3333	0.4116
[76]	[-0.0143]	0.6703	0.3333	0.3736
[77]	[0.0480]	-1.3495	0.2667	0.2523
[78]	[0.0199]	-1.2567	0.3333	0.3166
[79]	[0.0199]	-0.3509	0.4000	0.4503
[80]	[0.0051]	-0.0321	0.6000	0.5703
[81]	[0.0391]	-1.7311	0.2667	0.2970
[82]	[-0.0063]	0.3787	0.5333	0.5177
[83]	[0.0025]	-1.0578	0.2667	0.3085
[84]	[0.0149]	-0.3536	0.4000	0.4035
[85]	[0.0108]	-0.3711	0.2667	0.3508
[86]	[-0.0030]	0.3006	0.4000	0.4188
[87]	[0.0032]	-0.0671	0.4667	0.4900
[88]	[-0.0014]	0.2843	0.4000	0.3661
[89]	[0.0267]	-0.6745	0.3333	0.3210
[90]	[-0.0185]	0.3578	0.4000	0.4000
[91]	[0.0010]	-0.0837	0.5333	0.5723
[92]	[0.0344]	-0.0916	0.4000	0.3172
[93]	[0.0075]	-0.1831	0.4000	0.3678
[94]	[-0.0433]	2.3051	0.2000	0.2656
[95]	[0.0049]	-0.7010	0.2667	0.3813
[96]	[-0.0450]	0.7469	0.3333	0.3642
[97]	[0.0172]	-2.5067	0.1333	0.2659
[98]	[0.0018]	-0.0454	0.4000	0.4392
[99]	[-0.0039]	0.5443	0.3333	0.3645
[100]	[0.0008]	-0.1382	0.2667	0.4026
[101]	[0.0053]	-0.1251	0.4667	0.4640
[102]	[0.0017]	0.0571	0.4667	0.4597
[103]	[-0.0023]	0.2751	0.4000	0.4081
[104]	[0.0046]	-0.0272	0.4000	0.3703
[105]	[-0.0065]	1.1717	0.2667	0.3283
[106]	[0.0005]	0.0825	0.4667	0.4667
[107]	[0.0297]	-1.1803	0.4000	0.3871
[108]	[-0.0001]	0.1397	0.4667	0.4667
[109]	[0.0125]	-0.8351	0.2667	0.3056
[110]	[0.0054]	0.0511	0.4667	0.4264
[111]	[0.0056]	-0.1866	0.6000	0.5309
[112]	[-0.0007]	2.6702	0.2667	0.2378
[113]	[-0.0043]	0.2100	0.5333	0.5339
[114]	[0.0043]	-0.2099	0.6000	0.5870
[115]	[0.0573]	-1.7713	0.1333	0.1706
[116]	[0.0085]	-0.0724	0.2667	0.2945
[117]	[0.0033]	-0.1366	0.4000	0.4231
[118]	[0.0008]	-0.3792	0.1333	0.1970
[119]	[0.0106]	-0.6142	0.3333	0.3850
[120]	[-0.0030]	0.2823	0.5333	0.5477
[121]	[-0.0016]	0.3291	0.4667	0.4353
[122]	[-0.0050]	0.3204	0.4667	0.4061
[123]	[0.0400]	-0.4754	0.4000	0.3464
[124]	[0.0126]	-1.5236	0.3333	0.3373
[125]	[-0.0054]	0.6891	0.4000	0.3952
[126]	[0.0106]	-0.2790	0.4000	0.4321
[127]	[0.0264]	-1.7345	0.2667	0.2777
[128]	[0.0060]	-0.0937	0.3333	0.3036
[129]	[0.0757]	-0.5561	0.3333	0.2980
[130]	[0.0086]	-2.0947	0.2667	0.3059
[131]	[0.0020]	-0.8838	0.3333	0.3976
[132]	[0.0027]	-0.5168	0.3333	0.3761
[133]	[0.0215]	-0.8772	0.3333	0.3621
[134]	[-0.0237]	0.7242	0.3333	0.3959
[135]	[0.0041]	-0.0258	0.4667	0.4895
[136]	[-0.0015]	0.6383	0.4000	0.3186
[137]	[0.0060]	-1.0575	0.2667	0.3316
[138]	[-0.0030]	0.2806	0.3333	0.3637
[139]	[-0.0009]	0.2344	0.5333	0.5173
[140]	[0.0285]	-0.4776	0.4000	0.4184
[141]	[0.0419]	-0.3402	0.2667	0.3223
[142]	[-0.0022]	0.1882	0.5333	0.5104
[143]	[-0.0011]	0.3562	0.4000	0.4116
[144]	[0.0018]	-0.2301	0.4000	0.4199
[145]	[-0.0053]	0.4666	0.4667	0.4447
[146]	[0.0228]	-0.3337	0.5333	0.4131
