gene index	a_n	m	resub	bresub
[443]	[0.0264]	-1.3068	0.2667	0.3463
[444]	[0.0027]	-0.9976	0.4000	0.4027
[445]	[0.0014]	-0.3037	0.3333	0.4292
[446]	[0.0010]	0.0413	0.4667	0.4773
[447]	[0.0052]	-0.1811	0.4667	0.4535
[448]	[0.0042]	-0.0230	0.4000	0.4105
[449]	[-0.0013]	0.4682	0.5333	0.5465
[450]	[0.0115]	-0.8454	0.2667	0.3748
[451]	[-0.0073]	0.9243	0.4000	0.3300
[452]	[-0.0139]	0.4726	0.4000	0.3969
[453]	[-0.0023]	0.5181	0.4000	0.3992
[454]	[0.0156]	-0.1219	0.5333	0.4789
[455]	[0.0136]	-0.6504	0.4000	0.3931
[456]	[0.0035]	-0.1904	0.4000	0.2926
[457]	[-0.0104]	0.4209	0.4667	0.4294
[458]	[-0.0085]	0.6288	0.4000	0.3804
[459]	[-0.0119]	0.6963	0.4667	0.4439
[460]	[-0.0049]	0.3799	0.4000	0.4077
[461]	[-0.0141]	0.5152	0.4667	0.4419
[462]	[-0.0044]	0.2552	0.4000	0.3766
[463]	[0.0152]	-0.6232	0.4000	0.3929
[464]	[-0.0012]	0.2977	0.4667	0.4558
