"","ACKG.292","ACKG.339","ACKG.348","ACKG.354","ACKG.382","ACKG.396","ACKG.397","ACKG.415","ACKG.416","ACKG.419","ACKG.420","ACKG.426","ACKG.433","ACKG.435","ACKG.440","HACKG.182","HACKG.185","HACKG.251","HACKG.271","HACKG.282","HACKG.306","HACKG.307","HACKG.320","HACKG.321","HACKG.328","HACKG.331","HACKG.342","HACKG.344","HACKG.353","HACKG.356","HACKG.358","HACKG.364","HACKG.367","HACKG.389","HACKG.395","HACKG.396","HACKG.417","HACKG.419"
"ENSMUSG00000082872",4,0,0,3,1,0,2,4,0,3,4,0,1,0,0,10,1,4,1,14,0,0,0,6,2,2,0,2,4,3,4,0,4,0,0,0,0,0
"ENSMUSG00000082876",20,4,13,5,29,11,20,19,3,6,16,11,20,11,16,21,16,12,19,12,0,16,14,13,2,18,5,26,12,3,2,8,21,0,9,11,12,8
"ENSMUSG00000082884",15,16,26,3,22,23,9,18,48,39,5,16,5,9,12,26,31,24,9,17,26,25,23,13,7,16,14,17,6,46,21,56,11,29,17,24,8,9
"ENSMUSG00000082896",3,0,2,2,4,0,3,1,0,1,2,0,1,0,1,12,6,2,5,0,0,6,2,0,0,0,2,1,3,0,4,0,3,2,0,0,0,0
"ENSMUSG00000082901",19,20,19,18,58,16,21,24,3,26,4,9,22,9,19,65,61,71,10,0,14,18,19,19,2,18,19,23,12,11,8,14,32,10,13,22,2,20
"ENSMUSG00000082925",3,0,0,0,6,2,2,7,3,3,9,0,6,5,2,13,5,3,0,6,4,10,0,0,0,0,0,10,0,3,0,0,4,0,0,0,0,7
"ENSMUSG00000082938",4,6,4,3,6,7,6,5,0,1,4,4,4,7,2,6,5,4,2,0,8,10,3,12,0,2,0,5,12,0,2,0,8,5,2,4,12,4
"ENSMUSG00000082956",3,4,0,12,8,0,2,9,3,3,5,7,6,0,2,1,1,6,7,0,0,4,3,6,5,0,0,2,9,6,4,0,7,0,0,0,2,11
"ENSMUSG00000082998",8,18,11,0,29,2,22,11,6,17,7,11,14,18,22,19,15,18,11,17,8,24,17,8,0,6,4,8,19,6,6,17,8,26,0,13,8,5
"ENSMUSG00000083064",1,0,0,0,8,2,2,2,0,0,0,0,5,0,0,5,3,2,4,0,0,1,0,2,0,0,2,0,0,0,0,0,4,0,0,4,0,5
"ENSMUSG00000083183",3,0,6,5,2,0,7,3,6,6,2,5,5,5,8,7,8,4,0,3,0,5,9,4,0,3,2,6,0,14,0,6,4,5,2,0,0,5
"ENSMUSG00000083186",9,6,30,27,1,9,5,7,6,10,2,11,5,9,18,4,9,2,16,14,8,1,30,10,25,6,11,1,10,49,30,17,6,2,7,20,30,2
"ENSMUSG00000083261",5,0,0,7,3,0,0,4,0,0,0,0,1,0,0,10,3,5,0,3,4,4,3,0,0,0,0,1,3,0,0,0,4,0,2,0,0,0
"ENSMUSG00000083270",0,0,2,0,9,0,2,7,3,3,2,0,0,0,2,15,8,11,4,0,2,7,5,4,15,2,4,4,4,3,4,3,7,5,0,7,0,1
"ENSMUSG00000083327",0,4,4,3,6,0,5,4,0,0,4,5,0,0,5,7,3,2,2,0,0,5,0,2,0,6,0,2,3,0,6,0,6,2,7,0,0,2
"ENSMUSG00000083328",3,2,0,0,9,5,2,2,3,0,0,0,1,0,0,2,7,5,0,0,4,1,3,6,0,0,0,0,0,0,0,0,3,0,13,0,0,5
"ENSMUSG00000083364",0,4,0,0,7,0,0,1,0,4,4,0,4,0,4,6,4,4,0,0,0,4,0,0,0,3,0,2,6,0,0,0,4,2,0,0,0,2
"ENSMUSG00000083378",54,24,23,13,104,9,25,60,3,40,0,11,13,9,18,83,99,71,35,20,52,42,21,23,10,0,12,59,6,11,21,42,42,17,26,37,14,59
"ENSMUSG00000083394",25,26,38,18,29,23,77,69,13,23,28,22,5,11,35,20,47,22,15,3,40,58,9,17,15,14,21,78,23,9,15,34,19,41,15,17,10,81
"ENSMUSG00000083396",3,0,11,0,3,5,9,8,6,0,4,4,6,0,5,46,8,9,8,0,0,8,9,8,0,6,4,4,0,0,8,0,3,0,4,4,4,6
"ENSMUSG00000083414",0,8,4,3,15,5,9,3,0,4,9,0,4,7,4,9,7,12,8,0,2,3,2,8,2,3,9,6,12,0,2,0,5,5,4,0,0,4
"ENSMUSG00000083429",4,12,0,10,31,7,8,3,6,3,0,2,9,11,6,8,11,19,23,6,0,4,26,15,10,6,7,2,13,9,11,8,21,0,24,2,4,5
"ENSMUSG00000083435",3,4,4,3,3,0,2,8,0,6,0,0,3,5,1,4,0,2,0,0,18,6,3,2,0,8,0,12,4,0,0,0,2,5,7,0,0,8
"ENSMUSG00000083438",5,57,45,17,6,68,13,6,35,7,16,16,49,167,1,5,2,23,4,17,0,29,10,6,5,8,161,2,10,3,11,17,4,41,2,4,6,0
"ENSMUSG00000083449",8,4,4,0,7,5,6,6,0,0,2,4,3,5,6,10,5,7,3,6,2,3,0,10,0,2,0,11,10,0,0,0,9,0,0,4,0,5
"ENSMUSG00000083520",1,4,8,7,4,5,6,1,0,0,2,4,1,0,5,2,4,4,7,3,0,2,2,0,5,5,2,4,0,3,0,0,7,2,0,2,4,1
"ENSMUSG00000083563",79,75,98,37,64,84,42,49,185,116,100,93,51,27,37,87,92,49,30,98,92,63,66,48,42,126,118,45,45,223,100,87,51,48,76,85,75,44
"ENSMUSG00000083596",15,8,8,5,27,5,9,18,6,13,2,9,4,9,10,15,18,17,8,6,8,14,3,10,2,8,0,8,13,9,6,25,4,2,11,9,2,13
"ENSMUSG00000083631",6,0,6,3,6,7,9,7,3,9,5,4,10,14,11,7,3,7,16,3,4,8,5,6,2,5,11,4,6,0,6,6,6,2,4,13,4,1
"ENSMUSG00000083688",0,0,0,0,6,0,2,3,6,7,2,2,4,0,1,4,5,6,1,3,4,8,0,2,5,0,4,4,0,0,9,0,3,7,4,0,4,0
"ENSMUSG00000083692",3,4,2,3,4,7,8,5,0,1,7,0,3,0,0,3,1,5,0,0,2,5,0,2,5,0,0,6,9,0,0,0,2,0,0,2,0,4
"ENSMUSG00000083732",1,8,4,8,0,5,1,1,3,3,14,5,3,5,4,1,7,2,1,12,10,0,14,4,2,8,4,2,3,40,11,11,0,0,9,13,22,0
"ENSMUSG00000083834",9,14,26,22,27,5,21,37,0,21,25,20,20,5,7,33,22,32,40,17,8,31,21,12,7,13,11,34,16,0,21,0,13,2,7,4,8,33
"ENSMUSG00000083863",8,4,11,3,12,7,8,7,10,14,9,16,4,5,5,7,16,9,2,14,8,6,0,6,0,22,4,12,4,9,13,6,4,5,4,11,6,2
"ENSMUSG00000083899",70,38,60,64,145,45,81,105,10,34,69,40,76,83,54,288,100,122,109,26,16,129,73,98,12,72,32,49,69,23,36,22,139,50,39,52,54,45
"ENSMUSG00000083992",4,4,4,3,26,7,5,14,3,1,4,5,1,5,0,14,14,17,0,6,4,12,12,2,0,0,11,2,0,3,4,14,14,0,0,4,4,5
"ENSMUSG00000084000",0,2,0,8,1,0,4,5,86,4,16,35,1,2,1,2,12,4,0,43,36,0,42,4,0,19,39,0,38,77,38,0,0,0,0,0,30,0
"ENSMUSG00000084024",1,6,15,13,2,11,4,2,10,1,9,13,9,2,2,4,16,2,5,17,14,3,3,10,10,10,7,7,13,6,13,0,3,5,15,11,6,0
"ENSMUSG00000084073",21,14,11,20,30,16,17,28,0,19,18,11,20,7,13,45,18,30,33,17,2,23,26,17,2,25,9,7,23,20,4,8,31,7,9,9,24,8
"ENSMUSG00000084083",8,4,11,5,8,5,4,7,3,0,7,2,8,7,0,6,5,6,7,0,0,8,0,0,0,10,4,2,3,0,0,0,6,7,0,4,0,5
"ENSMUSG00000084094",1,16,11,7,7,2,10,8,16,7,5,13,9,29,0,15,7,8,12,6,4,11,14,8,2,6,12,0,4,6,8,6,7,7,0,2,22,14
"ENSMUSG00000084098",85,97,62,138,173,61,111,197,38,110,89,65,77,50,117,117,111,119,100,23,68,150,45,52,5,49,53,93,75,31,30,48,91,86,20,102,77,110
"ENSMUSG00000084106",8,4,13,2,22,14,9,18,0,3,16,9,17,14,16,32,13,24,17,9,12,12,14,21,0,16,4,5,12,20,19,22,14,5,9,4,6,2
"ENSMUSG00000084159",3,4,15,8,26,0,4,16,3,13,7,0,1,2,19,26,7,19,21,12,0,15,0,27,5,6,4,8,7,0,4,0,9,5,7,4,0,5
"ENSMUSG00000084166",1,6,4,3,16,2,3,9,0,3,2,5,1,5,2,15,11,5,0,0,10,4,3,12,0,0,2,6,13,3,2,0,3,5,2,0,2,6
"ENSMUSG00000084287",3,24,23,2,11,168,32,4,73,107,20,55,173,36,66,14,1,3,7,3,20,0,54,44,118,83,141,4,64,14,17,62,58,48,33,13,14,0
"ENSMUSG00000084289",15,4,2,0,14,2,4,12,0,1,2,0,10,7,6,16,7,6,5,6,6,10,0,4,5,8,7,14,3,6,0,0,3,5,0,0,2,5
"ENSMUSG00000084304",20,22,4,13,51,36,14,20,0,14,7,4,10,5,18,29,39,32,10,6,26,17,24,13,0,24,11,27,29,14,9,3,20,19,13,17,4,17
"ENSMUSG00000084319",3,4,0,8,15,2,8,7,0,4,0,2,0,0,5,18,13,11,4,0,0,6,2,8,0,14,0,7,0,9,6,6,17,5,9,0,4,4
"ENSMUSG00000084383",4,0,4,0,8,2,1,3,0,3,2,2,1,2,1,2,7,2,2,0,6,2,2,2,0,0,0,1,0,3,0,3,3,0,0,0,0,5
"ENSMUSG00000084883",33,18,34,12,42,11,57,33,6,23,32,20,15,23,27,23,27,27,35,12,26,51,10,6,7,18,4,25,30,6,15,22,13,7,7,11,20,40
"ENSMUSG00000084948",1,4,0,23,15,2,4,6,0,10,4,7,3,11,2,5,3,4,21,9,2,7,3,2,2,8,4,7,4,6,11,0,6,7,7,2,4,4
"ENSMUSG00000084963",10,12,2,3,0,16,6,2,10,16,7,7,8,7,11,2,5,2,7,29,6,1,3,13,20,13,5,0,9,31,13,6,3,5,11,11,24,8
"ENSMUSG00000084969",0,14,4,2,0,0,0,1,32,3,5,56,23,0,2,6,7,0,5,124,2,0,0,0,17,59,0,0,0,0,0,101,0,0,0,0,0,0
"ENSMUSG00000085004",54,6,4,12,29,9,18,19,6,7,12,16,17,9,29,5,15,9,17,3,14,40,2,12,5,16,34,49,51,0,9,14,16,60,17,7,6,58
"ENSMUSG00000085091",8,10,2,15,7,7,3,8,0,6,0,7,4,0,2,2,6,6,9,12,0,14,2,12,2,13,9,0,14,9,6,22,4,5,7,0,6,13
"ENSMUSG00000085111",3,2,9,5,0,2,2,1,3,1,4,7,4,0,10,1,3,1,2,9,10,0,9,0,5,3,5,0,3,14,11,3,3,0,0,15,8,0
"ENSMUSG00000085125",4,16,17,13,1,104,17,1,29,27,9,7,99,45,11,3,2,2,9,14,4,1,44,25,20,38,27,0,117,34,26,17,4,5,13,17,42,12
"ENSMUSG00000085148",3,0,4,3,5,0,3,9,0,0,2,2,6,14,0,16,3,14,2,3,0,7,0,12,5,0,2,5,12,3,4,0,1,5,0,0,0,13
"ENSMUSG00000085172",31,22,30,10,27,25,24,33,19,13,5,15,29,25,17,30,23,25,16,23,16,32,16,21,12,21,5,24,19,17,19,28,34,24,2,33,12,39
"ENSMUSG00000085334",8,4,0,0,5,11,5,0,0,11,0,0,5,0,5,2,2,7,0,6,0,2,0,0,5,0,4,8,0,0,4,0,3,0,0,4,0,12
"ENSMUSG00000085399",3,0,0,3,4,0,2,4,0,1,2,2,0,7,5,2,1,3,4,0,4,3,3,0,0,0,0,11,4,0,2,3,1,5,2,11,2,7
"ENSMUSG00000085438",13,10,0,7,9,0,5,8,0,4,0,4,5,2,4,9,5,11,3,0,8,8,3,8,2,2,5,7,3,3,6,0,13,5,9,9,2,6
"ENSMUSG00000085442",1,0,0,2,6,5,1,2,0,6,2,2,1,0,2,6,3,3,2,3,6,4,7,8,0,2,0,7,1,0,2,3,6,0,7,2,0,5
"ENSMUSG00000085471",3,2,2,5,0,2,2,1,0,0,0,2,32,5,2,8,3,2,1,12,0,0,0,2,0,8,0,0,0,0,34,0,1,0,4,0,2,4
"ENSMUSG00000085498",0,0,0,0,1,0,2,6,0,0,0,0,3,0,0,42,3,8,2,0,0,1,3,2,0,2,0,0,0,0,0,0,5,0,0,0,4,0
"ENSMUSG00000085566",3,0,0,0,8,0,2,2,0,3,4,0,0,0,5,6,1,3,0,0,4,2,3,4,0,3,5,4,0,0,6,0,3,2,0,0,0,1
"ENSMUSG00000085705",18,8,4,8,24,5,20,17,10,9,11,7,23,9,13,6,12,5,23,6,4,8,14,13,5,13,4,23,22,0,13,6,13,5,0,0,22,5
"ENSMUSG00000085715",4,2,4,5,1,50,10,1,6,3,12,5,5,5,4,0,7,6,1,12,2,0,5,4,10,2,21,0,0,3,2,3,2,0,11,0,2,0
"ENSMUSG00000085773",14,0,4,18,6,27,21,23,0,14,11,18,22,20,23,3,15,8,10,14,14,24,3,4,0,48,14,0,41,6,8,3,12,5,35,7,2,2
"ENSMUSG00000085787",4,4,0,0,8,5,1,1,0,3,0,0,4,5,0,8,14,11,0,0,2,0,0,4,0,0,0,2,3,0,0,0,2,0,2,0,0,0
"ENSMUSG00000085795",33,20,9,32,81,25,24,54,19,36,18,7,50,23,47,63,65,38,49,66,40,74,51,52,2,37,25,7,43,40,17,0,78,5,28,22,36,11
"ENSMUSG00000085833",0,4,2,0,0,20,4,6,0,4,4,13,35,7,5,0,0,1,0,0,0,0,0,6,7,13,7,0,7,0,2,6,4,5,7,0,6,0
"ENSMUSG00000085894",4,0,0,2,2,5,2,5,6,3,4,0,4,5,0,35,2,11,2,3,0,0,0,0,0,6,0,4,0,6,0,0,5,0,4,4,4,0
"ENSMUSG00000086022",0,6,0,3,0,0,2,0,10,3,2,4,1,0,0,1,1,1,3,20,0,0,2,4,71,5,4,0,3,51,4,0,3,7,2,4,6,0
"ENSMUSG00000086214",1,0,4,7,0,2,0,0,10,0,4,2,3,2,2,0,6,1,1,0,0,0,7,15,0,0,46,4,0,3,4,3,1,2,4,4,133,0
"ENSMUSG00000086338",6,0,26,7,0,0,15,0,6,0,4,0,14,5,6,1,3,1,0,3,28,0,2,8,32,2,2,1,14,0,2,6,11,0,24,30,58,6
"ENSMUSG00000086503",70,28,21,119,78,39,101,95,32,64,71,91,114,47,83,62,111,71,60,26,46,98,51,73,20,102,71,97,65,43,30,34,102,14,26,52,56,81
"ENSMUSG00000086527",13,57,53,50,5,29,17,22,86,17,82,76,18,14,5,9,57,9,8,115,90,12,21,40,32,56,18,12,38,29,55,56,4,7,33,9,38,29
"ENSMUSG00000086583",8,4,8,2,41,5,2,14,6,11,9,7,3,0,7,23,27,36,4,0,12,14,5,4,0,5,0,5,1,0,4,11,14,0,22,13,0,7
"ENSMUSG00000086688",20,8,21,5,34,2,16,41,10,7,9,22,8,14,16,40,34,32,40,20,2,35,3,8,0,5,12,13,19,17,21,17,18,12,7,0,0,15
"ENSMUSG00000086711",0,8,4,2,2,131,16,5,10,19,4,33,209,34,37,3,3,2,9,3,6,0,38,33,22,68,53,0,77,3,30,3,25,12,11,0,22,0
"ENSMUSG00000086844",3,4,6,0,3,7,9,2,0,6,0,2,4,5,10,2,1,2,9,0,0,6,3,4,0,2,7,5,10,9,4,3,7,0,4,2,0,1
"ENSMUSG00000086862",6,14,6,2,8,0,4,4,3,4,0,2,6,7,5,2,3,4,7,0,2,3,5,4,0,0,11,4,1,0,2,6,3,0,7,0,8,2
"ENSMUSG00000086922",3,4,2,0,6,5,6,5,6,3,0,0,0,0,2,8,3,8,3,0,4,5,0,4,0,0,0,7,3,0,0,0,4,0,0,0,2,7
"ENSMUSG00000086968",5,6,6,34,14,2,8,7,3,3,11,15,17,14,16,4,6,11,16,0,0,7,3,8,2,21,7,7,20,6,17,3,12,0,9,9,30,12
"ENSMUSG00000087022",0,0,0,7,2,2,3,1,0,3,11,4,3,11,6,1,2,2,0,9,10,1,2,12,5,2,2,13,23,0,4,0,1,12,0,11,2,7
"ENSMUSG00000087088",1,2,2,0,0,32,2,1,6,9,2,5,42,5,17,1,0,1,0,3,2,0,2,6,10,5,19,0,12,0,4,11,4,5,7,0,2,0
"ENSMUSG00000087233",23,4,11,10,3,5,17,14,0,16,21,11,5,18,27,10,8,11,24,0,18,13,14,15,5,6,16,24,6,6,21,0,15,5,4,13,12,18
"ENSMUSG00000087235",8,10,17,13,22,5,12,23,0,17,9,5,8,7,16,16,27,7,15,3,30,15,9,8,0,5,4,7,9,6,9,6,7,2,11,4,2,8
"ENSMUSG00000087298",3,0,0,0,5,0,5,4,0,4,0,0,8,0,6,11,3,4,2,0,0,1,7,4,0,0,4,12,0,0,0,0,6,7,4,0,4,1
"ENSMUSG00000087370",3,4,0,2,1,2,2,1,3,4,9,2,6,0,0,6,5,3,2,0,2,0,2,8,7,0,9,0,3,6,6,0,3,0,2,0,2,0
"ENSMUSG00000087412",1,16,4,5,18,0,4,16,0,1,4,0,1,0,8,27,28,17,5,17,0,12,0,8,0,0,7,17,9,0,4,11,4,0,4,4,0,2
"ENSMUSG00000087528",9,0,8,3,1,0,3,8,0,9,0,4,0,2,5,0,0,1,9,0,0,12,0,0,5,0,21,2,9,0,6,0,3,0,4,0,0,4
"ENSMUSG00000087569",4,0,4,3,6,9,1,4,0,3,4,0,0,2,10,2,6,2,2,0,6,3,2,6,0,3,2,2,1,3,2,0,3,0,2,0,0,0
"ENSMUSG00000087635",10,8,15,8,16,11,14,11,6,4,5,18,14,14,24,22,14,11,29,6,4,24,9,12,0,13,0,7,13,6,9,0,16,2,0,2,10,4
"ENSMUSG00000087700",28,10,4,17,56,5,16,28,0,27,4,9,13,20,27,8,18,12,11,12,32,50,0,4,0,16,16,19,9,0,0,6,8,5,9,4,20,5
"ENSMUSG00000089682",8,6,11,2,10,0,6,1,0,3,4,5,4,2,6,2,5,6,4,6,10,6,0,0,10,0,4,2,6,0,4,0,1,14,4,9,4,6
"ENSMUSG00000089706",0,0,2,12,1,14,6,1,6,4,9,11,17,9,10,5,5,2,4,0,6,2,7,2,7,0,0,5,7,14,9,8,1,7,7,0,6,2
"ENSMUSG00000089742",6,51,4,34,2,0,2,0,16,23,9,15,0,0,0,0,1,1,64,3,0,3,0,0,10,0,0,0,20,20,0,14,7,0,2,2,2,5
"ENSMUSG00000089774",3,2,6,10,7,2,4,5,3,4,0,7,5,9,10,2,8,3,7,0,12,12,7,8,20,10,4,4,13,9,17,3,6,0,4,15,2,12
"ENSMUSG00000089809",1,2,0,7,3,5,11,1,0,3,5,4,3,2,13,1,5,2,2,0,14,5,7,10,10,2,4,10,10,11,4,6,5,0,4,0,16,2
"ENSMUSG00000089824",1,10,9,8,1,36,1,2,19,1,7,5,6,79,79,2,2,3,14,46,6,1,134,237,12,40,9,10,39,40,15,8,3,2,9,13,58,1
"ENSMUSG00000089838",14,4,6,3,6,5,4,5,0,7,4,0,4,5,5,9,8,3,11,0,0,10,3,0,5,2,11,10,4,0,4,0,8,5,0,4,14,7
"ENSMUSG00000089875",10,6,0,3,4,0,10,16,3,7,2,11,12,5,5,17,15,11,14,9,2,15,7,8,0,8,2,2,1,0,4,6,11,0,2,4,14,5
"ENSMUSG00000089940",3,14,13,8,1,16,3,2,35,10,5,13,13,16,6,5,10,5,5,17,4,4,23,21,25,19,2,5,16,14,11,14,4,7,13,22,20,6
"ENSMUSG00000090000",16,10,26,12,39,25,28,31,3,23,23,24,9,14,21,36,29,25,22,6,20,57,33,15,0,19,12,7,13,3,19,14,14,14,17,20,16,19
"ENSMUSG00000090031",5,8,9,0,3,14,6,3,6,0,0,7,4,11,6,2,1,4,3,3,2,2,3,2,15,2,0,7,13,3,9,0,5,0,0,0,4,5
"ENSMUSG00000090100",3,12,6,2,0,7,7,1,0,4,5,7,6,5,1,1,2,1,9,6,4,0,14,4,10,3,2,0,4,9,9,3,2,0,2,4,4,1
"ENSMUSG00000090112",1,2,4,2,1,2,0,1,3,6,0,5,5,2,4,2,3,2,4,12,0,1,9,0,17,6,11,1,1,9,15,11,1,12,2,0,6,4
"ENSMUSG00000090119",0,10,0,3,6,9,0,5,0,0,0,2,0,0,5,4,3,8,0,0,0,7,3,0,7,0,4,2,3,6,2,0,3,2,0,2,4,5
"ENSMUSG00000090137",3,0,0,2,8,2,3,6,0,6,0,0,0,0,1,2,1,3,1,0,4,1,0,4,0,0,0,0,0,0,0,3,3,0,0,2,0,1
"ENSMUSG00000090150",4,0,4,2,2,0,8,2,3,11,5,7,8,2,6,1,5,2,4,0,0,5,0,8,10,2,12,4,10,6,2,6,6,10,0,13,0,0
"ENSMUSG00000090214",3,6,6,2,5,5,11,13,0,0,0,2,6,9,8,2,8,14,5,0,12,9,7,6,0,14,5,7,10,6,4,0,8,0,2,0,2,6
"ENSMUSG00000090225",5,18,11,5,0,9,2,9,51,0,28,0,15,9,5,6,0,8,2,6,2,5,9,8,10,3,16,5,10,31,8,17,3,0,28,0,2,0
"ENSMUSG00000090304",3,24,8,2,0,7,2,1,13,10,5,0,4,20,1,1,1,1,9,12,2,5,30,12,10,0,7,1,1,6,6,17,4,2,9,2,24,5
"ENSMUSG00000090323",1,6,2,0,11,5,2,1,0,3,0,0,3,0,4,7,12,7,4,0,6,2,2,2,2,2,2,0,1,6,0,6,6,2,0,0,0,1
"ENSMUSG00000090353",11,4,13,17,4,16,12,36,6,6,20,7,13,16,27,25,17,14,26,9,4,16,14,6,2,16,11,23,16,9,6,14,17,36,7,24,28,20
"ENSMUSG00000090389",3,2,8,2,16,5,16,21,0,6,5,0,9,5,8,21,12,7,7,3,4,13,10,21,0,10,9,6,10,3,8,0,8,0,4,4,6,13
"ENSMUSG00000090394",5,0,0,3,3,0,0,2,6,1,0,7,1,5,0,9,5,7,4,0,0,2,10,4,5,5,0,4,3,6,2,0,0,0,0,4,2,0
"ENSMUSG00000090451",3,8,0,5,16,2,5,5,0,6,4,4,3,5,0,12,6,12,7,9,6,3,12,4,0,0,0,2,4,9,2,3,4,0,9,0,8,6
"ENSMUSG00000090475",3,2,2,2,8,7,7,12,0,0,14,2,12,5,2,6,5,13,11,0,0,13,19,6,0,5,0,0,0,14,4,0,3,2,7,7,2,7
"ENSMUSG00000090862",3,2,4,2,2,0,4,3,0,1,2,0,1,2,1,8,4,3,3,0,0,2,2,4,2,2,2,0,7,6,0,8,3,0,2,0,2,9
"ENSMUSG00000090935",8,10,11,3,13,27,9,17,3,13,14,9,5,7,8,11,8,14,13,12,12,17,0,6,12,8,11,12,16,11,4,20,10,2,11,2,8,14
"ENSMUSG00000090946",40,49,11,8,54,18,27,53,10,23,0,11,28,5,11,22,32,32,20,35,18,28,21,12,10,19,18,5,3,23,13,11,32,0,17,4,28,8
"ENSMUSG00000091119",14,8,2,2,24,11,14,11,6,14,12,0,0,0,15,6,12,30,10,9,16,10,3,0,5,16,16,23,14,6,21,39,8,7,81,24,10,34
"ENSMUSG00000091243",1,4,2,3,1,7,1,2,3,1,5,11,4,0,2,1,170,2,3,12,8,1,3,2,7,0,4,0,4,3,4,6,3,10,4,0,4,0
"ENSMUSG00000091421",13,8,9,2,15,7,10,21,10,11,25,20,12,5,5,30,17,17,12,0,14,14,16,13,0,16,5,4,9,11,4,3,14,0,7,4,6,9
"ENSMUSG00000091509",0,0,8,3,3,0,6,2,0,0,4,0,0,0,11,3,5,3,0,0,0,3,3,0,0,0,4,2,0,3,6,0,3,0,0,4,2,4
"ENSMUSG00000091512",0,0,2,3,3,9,6,5,0,7,0,4,1,0,4,2,3,2,5,12,4,4,3,2,2,6,4,5,6,3,6,0,3,0,9,9,2,9
"ENSMUSG00000091570",8,0,8,3,7,0,9,4,0,4,0,7,4,0,1,10,5,4,2,0,0,4,0,6,7,2,9,0,6,6,0,3,4,0,2,0,4,4
"ENSMUSG00000091694",0,0,0,0,5,0,1,2,0,0,0,0,0,9,1,13,8,3,5,0,0,2,80,212,0,18,0,0,0,0,0,3,217,7,0,0,22,0
"ENSMUSG00000091825",8,6,19,15,24,2,5,7,0,6,14,0,9,7,15,18,7,18,7,0,0,21,3,12,10,16,9,10,0,3,13,0,12,2,2,0,4,17
"ENSMUSG00000091896",5,6,4,3,7,0,5,5,0,6,7,2,1,9,1,8,6,5,0,0,8,9,12,4,0,3,0,6,3,0,6,0,3,0,4,2,0,7
"ENSMUSG00000091905",11,10,24,18,27,14,13,17,3,9,14,11,14,16,21,30,10,16,45,6,4,38,12,12,0,14,7,11,22,3,4,0,32,2,0,2,12,8
"ENSMUSG00000092060",1,2,4,2,0,2,0,50,3,4,0,5,6,2,8,2,0,2,0,3,0,0,2,8,2,0,2,0,3,6,6,6,1,2,0,0,0,1
"ENSMUSG00000092072",0,0,0,0,5,5,5,7,0,6,0,0,0,5,0,0,9,5,1,0,8,1,0,0,0,0,0,7,1,0,0,6,4,0,13,9,0,9
"ENSMUSG00000092083",1,4,2,5,0,14,3,1,13,3,4,15,1,2,4,3,6,6,1,6,4,0,7,6,29,8,7,1,3,6,4,6,3,5,2,4,6,1
"ENSMUSG00000092181",9,6,6,0,6,2,3,13,0,0,0,4,3,2,13,77,4,12,3,3,6,18,3,4,5,0,7,2,4,0,2,6,6,2,13,0,4,7
"ENSMUSG00000092230",1,4,0,7,6,0,2,5,6,7,9,15,9,5,5,11,3,6,7,3,2,9,2,8,0,2,0,1,6,0,0,0,5,5,2,0,8,0
"ENSMUSG00000092274",2599,1044,1772,2204,912,914,2227,1520,495,1610,1823,2171,2092,1623,1920,851,873,678,1377,845,1138,1965,948,1127,701,1384,2287,1794,3106,265,795,492,1748,2217,1320,1229,1019,2455
"ENSMUSG00000092341",16014,6303,7824,11117,9971,10456,15197,16703,2072,8070,9520,14914,16557,10109,14196,9488,14685,9404,21088,5546,8843,18217,10009,11109,3432,16585,17234,20626,18247,3343,7524,2092,8920,14951,4498,7405,13177,13709
"ENSMUSG00000092417",4,0,0,0,7,2,2,3,0,0,0,5,1,0,1,3,3,2,3,3,0,1,0,0,0,0,0,0,0,3,0,3,1,5,0,0,2,5
"ENSMUSG00000092563",4,6,11,2,4,2,13,7,3,0,0,11,4,0,10,2,7,0,14,0,8,8,2,2,0,2,16,15,7,0,2,3,1,17,0,4,4,7
"ENSMUSG00000093384",0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,25,1,12,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0
"ENSMUSG00000093545",9,0,0,10,3,0,1,1,0,4,5,0,3,0,2,11,3,4,4,0,0,2,2,10,5,3,2,13,6,0,2,0,3,0,0,2,0,2
"ENSMUSG00000093661",0,10,0,2,2,0,2,4,0,1,0,4,0,0,0,8,8,6,1,0,4,3,0,0,7,3,0,1,0,0,4,0,1,2,0,0,0,1
"ENSMUSG00000093674",8,4,8,0,27,7,6,14,16,0,2,13,5,9,5,17,11,7,7,6,8,4,7,8,2,6,2,5,10,3,4,0,15,0,15,4,2,8
"ENSMUSG00000093930",29,26,23,39,28,20,13,43,6,16,21,9,19,43,15,37,39,31,57,3,18,39,49,15,0,45,19,8,10,6,2,22,26,22,9,44,16,4
"ENSMUSG00000094030",1,0,6,0,1,5,8,9,6,9,2,0,3,2,5,6,7,2,2,3,10,5,0,4,0,0,2,4,0,0,8,0,1,12,7,0,6,5
"ENSMUSG00000094090",1,0,4,5,10,0,6,4,0,6,2,5,4,0,7,10,5,5,7,3,4,5,2,0,0,0,2,5,1,6,2,0,6,0,0,0,0,6
"ENSMUSG00000094483",60,28,53,45,62,34,41,107,3,32,73,29,56,95,51,102,85,60,73,23,62,83,71,48,22,67,37,30,51,14,66,14,53,55,26,65,36,28
"ENSMUSG00000094559",20,8,8,22,15,16,14,15,0,24,12,22,12,7,6,5,15,17,22,3,4,27,5,21,2,21,16,42,17,0,4,6,11,10,0,7,16,12
