gene index	a_n	m	resub	bresub
[83,93,453]	[0.0409  0.0562  -0.0367]	-12.0785	0.0000	0.0590
[83,93,454]	[0.0247  0.0414  0.0179]	-11.8470	0.0000	0.0739
[83,93,459]	[0.0227  0.0367  -0.0112]	-9.6413	0.0000	0.0740
[83,107,229]	[0.0239  0.0076  0.0288]	-12.5980	0.1250	0.0750
[83,127,229]	[0.0269  0.0243  0.0289]	-15.6050	0.0625	0.0723
[83,134,229]	[0.0237  -0.0018  0.0283]	-12.0570	0.0625	0.0743
[83,135,229]	[0.0245  -0.0144  0.0277]	-11.7451	0.0000	0.0666
[83,141,229]	[0.0239  -0.0122  0.0286]	-11.9732	0.0000	0.0716
[83,145,229]	[0.0389  -0.0801  0.0427]	-13.2011	0.0625	0.0745
[83,146,229]	[0.0238  0.0119  0.0284]	-12.4155	0.0625	0.0728
[83,155,229]	[0.0239  -0.0067  0.0285]	-11.9602	0.0000	0.0715
[83,158,229]	[0.0237  0.0034  0.0285]	-12.2425	0.0625	0.0747
[83,163,229]	[0.0236  0.0169  0.0321]	-13.2405	0.0000	0.0748
[83,164,229]	[0.0234  -0.0117  0.0263]	-10.7278	0.0000	0.0724
[83,174,229]	[0.0237  -0.0107  0.0264]	-10.9520	0.0625	0.0747
[83,175,229]	[0.0238  -0.0009  0.0285]	-12.1235	0.0625	0.0741
[83,176,229]	[0.0255  -0.0181  0.0301]	-12.5038	0.0000	0.0737
[83,180,229]	[0.0239  -0.0050  0.0281]	-12.0008	0.0625	0.0745
[83,181,229]	[0.0238  -0.0130  0.0281]	-11.6465	0.0625	0.0746
[83,185,229]	[0.0237  0.0016  0.0285]	-12.1966	0.0625	0.0730
[83,189,229]	[0.0237  0.0046  0.0288]	-12.3861	0.0000	0.0737
[83,192,229]	[0.0239  0.0124  0.0295]	-12.4861	0.0625	0.0742
[83,193,229]	[0.0238  0.0031  0.0283]	-12.2140	0.0000	0.0717
[83,196,229]	[0.0242  0.0291  0.0307]	-13.1518	0.0000	0.0729
[83,208,229]	[0.0238  -0.0013  0.0285]	-12.1195	0.0625	0.0747
[83,211,229]	[0.0282  0.0280  0.0291]	-15.5061	0.1250	0.0748
[83,218,229]	[0.0243  0.0099  0.0280]	-13.0969	0.1250	0.0727
[83,224,229]	[0.0238  0.0015  0.0284]	-12.1859	0.0625	0.0733
[83,226,229]	[0.0240  0.0102  0.0297]	-12.6005	0.1250	0.0741
[83,229,231]	[0.0233  0.0284  -0.0141]	-11.4982	0.0000	0.0739
[83,229,238]	[0.0239  0.0294  0.0110]	-12.6452	0.0625	0.0739
[83,229,246]	[0.0238  0.0281  -0.0090]	-11.9850	0.0000	0.0722
[83,229,247]	[0.0233  0.0285  -0.0147]	-11.5125	0.0625	0.0729
[83,229,253]	[0.0238  0.0292  0.0110]	-12.5771	0.0625	0.0745
[83,229,256]	[0.0238  0.0284  0.0230]	-13.2186	0.0000	0.0745
[83,229,257]	[0.0240  0.0282  -0.0055]	-12.0561	0.0000	0.0745
[83,229,263]	[0.0238  0.0287  -0.0035]	-12.1198	0.0625	0.0729
[83,229,266]	[0.0240  0.0284  0.0056]	-12.3026	0.0625	0.0723
[83,229,271]	[0.0247  0.0302  -0.0218]	-11.3337	0.0000	0.0742
[83,229,281]	[0.0248  0.0258  -0.0241]	-11.1242	0.0625	0.0741
[83,229,286]	[0.0247  0.0287  -0.0211]	-12.0670	0.0000	0.0730
[83,229,292]	[0.0235  0.0285  -0.0064]	-11.8939	0.1250	0.0718
[83,229,295]	[0.0232  0.0278  0.0213]	-12.4698	0.0000	0.0746
[83,229,300]	[0.0234  0.0292  0.0201]	-12.4735	0.0000	0.0731
