gene index	a_n	m	resub	bresub
[51,83]	[0.0081  0.0132]	-5.3492	0.0625	0.0919
[83,93]	[0.0234  0.0391]	-10.6948	0.0000	0.0845
[83,108]	[0.0126  -0.0061]	-4.2789	0.0625	0.0989
[83,114]	[0.0126  0.0165]	-5.9368	0.0625	0.0934
[83,150]	[0.0124  -0.0135]	-1.9195	0.0625	0.0989
[83,175]	[0.0131  0.0081]	-5.2380	0.0625	0.0994
[83,208]	[0.0131  0.0128]	-5.4190	0.0625	0.0997
[83,229]	[0.0238  0.0285]	-12.1403	0.0625	0.0793
[83,308]	[0.0144  0.0152]	-6.0966	0.0625	0.0991
[83,381]	[0.0139  -0.0092]	-4.0178	0.0625	0.0972
[83,382]	[0.0144  0.0164]	-6.9034	0.0625	0.0867
[83,384]	[0.0138  0.0090]	-5.6624	0.0625	0.0928
[83,404]	[0.0141  0.0126]	-5.8429	0.0625	0.0974
[83,453]	[0.0212  -0.0232]	-4.3238	0.0625	0.0913
[83,455]	[0.0130  0.0049]	-5.3579	0.0625	0.0971
