"Gene.A.Number","Gene.B.Number","Gene.C.Number","bresub","Gene.A.Name","Gene.B.Name","Gene.C.Name","Delta-Gene.A","Delta-Gene.B","Delta-Gene.C","Delta-Pair.AB","Delta-Pair.AC","Delta-Pair.BC","Min.Delta"
30,217,255,0.1461,"Igf1r","Car1","Fgf5",0.094,0.1587,0.1862,0.0729,0.0268,0.0595,0.0268
