"Gene.A.Number","Gene.B.Number","bresub","Gene.A.Name","Gene.B.Name","Delta-Gene.A","Delta-Gene.B","Min.Delta"
329,445,0.0477,"Cdkn1c","Duox2",0.0405,0.0238,0.0238
