"Gene.A.Number","Gene.B.Number","Gene.C.Number","bresub","Gene.A.Name","Gene.B.Name","Gene.C.Name","Delta-Gene.A","Delta-Gene.B","Delta-Gene.C","Delta-Pair.AB","Delta-Pair.AC","Delta-Pair.BC","Min.Delta"
9,372,388,0.039,"Akr1b3","Dsg2","Gja8",0.2654,0.0387,0.2658,0.0498,0.0498,-0.003,-0.003
9,372,456,0.038,"Akr1b3","Dsg2","Ccl28",0.2664,0.0397,0.2663,0.0498,0.0498,-0.0101,-0.0101
10,95,372,0.0432,"Tat","Hif1a","Dsg2",0.2611,0.2622,0.0345,0.0498,0.0498,0.0066,0.0066
10,372,456,0.0206,"Tat","Dsg2","Ccl28",0.2837,0.0571,0.2837,0.0498,0.0498,0.0073,0.0073
11,95,372,0.0478,"Kmt2a","Hif1a","Dsg2",0.2483,0.2576,0.0299,0.0498,0.0498,0.00199999999999999,0.00199999999999999
11,165,372,0.0461,"Kmt2a","Tcf7l2","Dsg2",0.25,0.2582,0.0316,0.0498,0.0498,0.0498,0.0316
11,322,372,0.0497,"Kmt2a","Emsy","Dsg2",0.2464,0.2546,0.028,0.0498,0.0498,-0.0026,-0.0026
11,372,388,0.0354,"Kmt2a","Dsg2","Gja8",0.2607,0.0423,0.2694,0.0498,0.0498,0.000599999999999996,0.000599999999999996
11,372,456,0.0289,"Kmt2a","Dsg2","Ccl28",0.2672,0.0488,0.2754,0.0498,0.0498,-0.000999999999999997,-0.000999999999999997
12,372,388,0.0458,"Braf","Dsg2","Gja8",0.2585,0.0319,0.259,0.0498,0.0498,-0.0098,-0.0098
12,372,456,0.0452,"Braf","Dsg2","Ccl28",0.2591,0.0325,0.2591,0.0498,0.0498,-0.0173,-0.0173
14,337,372,0.049,"Adgre5","F11r","Dsg2",0.2857,0.2805,0.0287,0.0498,0.0498,0.0498,0.0287
15,322,372,0.0377,"Relb","Emsy","Dsg2",0.2688,0.2666,0.04,0.0498,0.0498,0.0094,0.0094
15,356,372,0.0408,"Relb","Abcb1a","Dsg2",0.2657,0.2107,0.0369,0.0498,0.0498,0.0498,0.0369
16,165,372,0.0397,"Prkar2b","Tcf7l2","Dsg2",0.2654,0.2646,0.038,0.0498,0.0498,0.0498,0.038
16,337,372,0.0469,"Prkar2b","F11r","Dsg2",0.2582,0.2826,0.0308,0.0498,0.0498,0.0498,0.0308
17,165,372,0.0408,"Cdkn1b","Tcf7l2","Dsg2",0.2391,0.2635,0.0369,0.0498,0.0498,0.0498,0.0369
17,372,388,0.0438,"Cdkn1b","Dsg2","Gja8",0.2361,0.0339,0.261,0.0498,0.0498,-0.0078,-0.0078
17,372,456,0.0465,"Cdkn1b","Dsg2","Ccl28",0.2334,0.0312,0.2578,0.0498,0.0498,-0.0186,-0.0186
19,95,372,0.0414,"Elf3","Hif1a","Dsg2",0.263,0.264,0.0363,0.0498,0.0498,0.0084,0.0084
19,356,372,0.0428,"Elf3","Abcb1a","Dsg2",0.2616,0.2087,0.0349,0.0498,0.0498,0.0498,0.0349
19,372,388,0.0413,"Elf3","Dsg2","Gja8",0.2631,0.0364,0.2635,0.0498,0.0498,-0.00530000000000001,-0.00530000000000001
19,372,456,0.0235,"Elf3","Dsg2","Ccl28",0.2809,0.0542,0.2808,0.0498,0.0498,0.0044,0.0044
20,95,372,0.0437,"Foxj2","Hif1a","Dsg2",0.2606,0.2617,0.034,0.0498,0.0498,0.00609999999999999,0.00609999999999999
20,165,372,0.037,"Foxj2","Tcf7l2","Dsg2",0.2673,0.2673,0.0407,0.0498,0.0498,0.0498,0.0407
20,337,372,0.0493,"Foxj2","F11r","Dsg2",0.255,0.2802,0.0284,0.0498,0.0498,0.0498,0.0284
20,356,372,0.0464,"Foxj2","Abcb1a","Dsg2",0.2579,0.2051,0.0313,0.0498,0.0498,0.0498,0.0313
20,372,388,0.0293,"Foxj2","Dsg2","Gja8",0.275,0.0484,0.2755,0.0498,0.0498,0.0067,0.0067
20,372,456,0.0284,"Foxj2","Dsg2","Ccl28",0.2759,0.0493,0.2759,0.0498,0.0498,-5e-04,-5e-04
21,165,372,0.0475,"Keap1","Tcf7l2","Dsg2",0.2566,0.2568,0.0302,0.0498,0.0498,0.0498,0.0302
22,372,388,0.0358,"Ddr1","Dsg2","Gja8",0.229,0.0419,0.269,0.0498,0.0498,0.000199999999999999,0.000199999999999999
22,372,456,0.0309,"Ddr1","Dsg2","Ccl28",0.2339,0.0468,0.2734,0.0498,0.0498,-0.003,-0.003
24,165,372,0.0452,"Stat3","Tcf7l2","Dsg2",0.284,0.2591,0.0325,0.0498,0.0498,0.0498,0.0325
24,372,388,0.0394,"Stat3","Dsg2","Gja8",0.2898,0.0383,0.2654,0.0498,0.0498,-0.0034,-0.0034
24,372,456,0.0309,"Stat3","Dsg2","Ccl28",0.2983,0.0468,0.2734,0.0498,0.0498,-0.003,-0.003
25,95,372,0.0447,"Pkn2","Hif1a","Dsg2",0.223,0.2607,0.033,0.0498,0.0498,0.0051,0.0051
25,165,372,0.0482,"Pkn2","Tcf7l2","Dsg2",0.2195,0.2561,0.0295,0.0498,0.0498,0.0498,0.0295
25,322,372,0.0473,"Pkn2","Emsy","Dsg2",0.2204,0.257,0.0304,0.0498,0.0498,-0.000199999999999999,-0.000199999999999999
25,372,388,0.0313,"Pkn2","Dsg2","Gja8",0.2364,0.0464,0.2735,0.0498,0.0498,0.0047,0.0047
25,372,456,0.0255,"Pkn2","Dsg2","Ccl28",0.2422,0.0522,0.2788,0.0498,0.0498,0.0024,0.0024
26,95,372,0.041,"Hnrnpa2b1","Hif1a","Dsg2",0.2633,0.2644,0.0367,0.0498,0.0498,0.0088,0.0088
26,322,372,0.0464,"Hnrnpa2b1","Emsy","Dsg2",0.2579,0.2579,0.0313,0.0498,0.0498,0.000700000000000006,0.000700000000000006
26,372,388,0.0417,"Hnrnpa2b1","Dsg2","Gja8",0.2626,0.036,0.2631,0.0498,0.0498,-0.0057,-0.0057
26,372,456,0.0271,"Hnrnpa2b1","Dsg2","Ccl28",0.2772,0.0506,0.2772,0.0498,0.0498,0.000800000000000002,0.000800000000000002
27,165,372,0.0391,"Prkacb","Tcf7l2","Dsg2",0.2652,0.2652,0.0386,0.0498,0.0498,0.0498,0.0386
27,322,372,0.0478,"Prkacb","Emsy","Dsg2",0.2565,0.2565,0.0299,0.0498,0.0498,-0.000699999999999999,-0.000699999999999999
27,372,388,0.0345,"Prkacb","Dsg2","Gja8",0.2698,0.0432,0.2703,0.0498,0.0498,0.00149999999999999,0.00149999999999999
27,372,456,0.0295,"Prkacb","Dsg2","Ccl28",0.2748,0.0482,0.2748,0.0498,0.0498,-0.0016,-0.0016
28,372,456,0.0475,"Cd44","Dsg2","Ccl28",0.2597,0.0302,0.2568,0.0498,0.0498,-0.0196,-0.0196
29,95,372,0.0406,"Por","Hif1a","Dsg2",0.2727,0.2648,0.0371,0.0498,0.0498,0.0092,0.0092
29,165,372,0.0356,"Por","Tcf7l2","Dsg2",0.2777,0.2687,0.0421,0.0498,0.0498,0.0498,0.0421
29,322,372,0.0492,"Por","Emsy","Dsg2",0.2641,0.2551,0.0285,0.0498,0.0498,-0.0021,-0.0021
29,337,372,0.0462,"Por","F11r","Dsg2",0.2671,0.2833,0.0315,0.0498,0.0498,0.0498,0.0315
29,356,372,0.0424,"Por","Abcb1a","Dsg2",0.2709,0.2091,0.0353,0.0498,0.0498,0.0498,0.0353
29,372,388,0.0403,"Por","Dsg2","Gja8",0.273,0.0374,0.2645,0.0498,0.0498,-0.0043,-0.0043
29,372,456,0.0235,"Por","Dsg2","Ccl28",0.2898,0.0542,0.2808,0.0498,0.0498,0.0044,0.0044
30,165,372,0.0486,"Igf1r","Tcf7l2","Dsg2",0.2686,0.2557,0.0291,0.0498,0.0498,0.0498,0.0291
30,337,372,0.0472,"Igf1r","F11r","Dsg2",0.27,0.2823,0.0305,0.0498,0.0498,0.0498,0.0305
30,372,456,0.0499,"Igf1r","Dsg2","Ccl28",0.2673,0.0278,0.2544,0.0498,0.0498,-0.022,-0.022
31,95,372,0.0408,"Insr","Hif1a","Dsg2",0.2346,0.2646,0.0369,0.0498,0.0498,0.00899999999999999,0.00899999999999999
31,165,372,0.0431,"Insr","Tcf7l2","Dsg2",0.2323,0.2612,0.0346,0.0498,0.0498,0.0498,0.0346
31,337,372,0.0472,"Insr","F11r","Dsg2",0.2282,0.2823,0.0305,0.0498,0.0498,0.0498,0.0305
31,356,372,0.0495,"Insr","Abcb1a","Dsg2",0.2259,0.202,0.0282,0.0498,0.0498,0.0498,0.0282
31,372,388,0.0293,"Insr","Dsg2","Gja8",0.2461,0.0484,0.2755,0.0498,0.0498,0.0067,0.0067
32,372,456,0.0479,"Mef2c","Dsg2","Ccl28",0.2564,0.0298,0.2564,0.0498,0.0498,-0.02,-0.02
33,372,388,0.0273,"Slc30a4","Dsg2","Gja8",0.2693,0.0504,0.2775,0.0498,0.0498,0.0087,0.0087
33,372,456,0.0277,"Slc30a4","Dsg2","Ccl28",0.2689,0.05,0.2766,0.0498,0.0498,0.000200000000000002,0.000200000000000002
34,95,372,0.0449,"Gata6","Hif1a","Dsg2",0.2594,0.2605,0.0328,0.0498,0.0498,0.00489999999999999,0.00489999999999999
34,356,372,0.0481,"Gata6","Abcb1a","Dsg2",0.2562,0.2034,0.0296,0.0498,0.0498,0.0498,0.0296
34,372,388,0.0329,"Gata6","Dsg2","Gja8",0.2714,0.0448,0.2719,0.0498,0.0498,0.0031,0.0031
34,372,456,0.0228,"Gata6","Dsg2","Ccl28",0.2815,0.0549,0.2815,0.0498,0.0498,0.0051,0.0051
35,372,388,0.0441,"Apc","Dsg2","Gja8",0.1936,0.0336,0.2607,0.0498,0.0498,-0.0081,-0.0081
35,372,456,0.0494,"Apc","Dsg2","Ccl28",0.1883,0.0283,0.2549,0.0498,0.0498,-0.0215,-0.0215
36,95,372,0.0413,"Nr2c2","Hif1a","Dsg2",0.2637,0.2641,0.0364,0.0498,0.0498,0.00849999999999999,0.00849999999999999
36,165,372,0.04,"Nr2c2","Tcf7l2","Dsg2",0.265,0.2643,0.0377,0.0498,0.0498,0.0498,0.0377
36,356,372,0.0415,"Nr2c2","Abcb1a","Dsg2",0.2635,0.21,0.0362,0.0498,0.0498,0.0498,0.0362
36,372,388,0.0349,"Nr2c2","Dsg2","Gja8",0.2701,0.0428,0.2699,0.0498,0.0498,0.0011,0.0011
36,372,456,0.0308,"Nr2c2","Dsg2","Ccl28",0.2742,0.0469,0.2735,0.0498,0.0498,-0.0029,-0.0029
37,165,372,0.0373,"Ephb3","Tcf7l2","Dsg2",0.2379,0.267,0.0404,0.0498,0.0498,0.0498,0.0404
37,356,372,0.0475,"Ephb3","Abcb1a","Dsg2",0.2277,0.204,0.0302,0.0498,0.0498,0.0498,0.0302
38,165,372,0.048,"Cdc42","Tcf7l2","Dsg2",0.2909,0.2563,0.0297,0.0498,0.0498,0.0498,0.0297
38,322,372,0.0379,"Cdc42","Emsy","Dsg2",0.301,0.2664,0.0398,0.0498,0.0498,0.0092,0.0092
38,372,388,0.0317,"Cdc42","Dsg2","Gja8",0.3072,0.046,0.2731,0.0498,0.0498,0.0043,0.0043
38,372,456,0.024,"Cdc42","Dsg2","Ccl28",0.3149,0.0537,0.2803,0.0498,0.0498,0.0039,0.0039
39,95,372,0.0478,"Ctnnb1","Hif1a","Dsg2",0.1524,0.2576,0.0299,0.0498,0.0498,0.00199999999999999,0.00199999999999999
39,322,372,0.0462,"Ctnnb1","Emsy","Dsg2",0.154,0.2581,0.0315,0.0498,0.0498,0.000900000000000005,0.000900000000000005
39,372,388,0.0331,"Ctnnb1","Dsg2","Gja8",0.1671,0.0446,0.2717,0.0498,0.0498,0.0029,0.0029
39,372,456,0.0258,"Ctnnb1","Dsg2","Ccl28",0.1744,0.0519,0.2785,0.0498,0.0498,0.0021,0.0021
40,322,372,0.044,"Met","Emsy","Dsg2",0.2677,0.2603,0.0337,0.0498,0.0498,0.00310000000000001,0.00310000000000001
40,356,372,0.0463,"Met","Abcb1a","Dsg2",0.2654,0.2052,0.0314,0.0498,0.0498,0.0498,0.0314
40,372,388,0.0403,"Met","Dsg2","Gja8",0.2714,0.0374,0.2645,0.0498,0.0498,-0.0043,-0.0043
41,165,372,0.0404,"Cbx5","Tcf7l2","Dsg2",0.264,0.2639,0.0373,0.0498,0.0498,0.0498,0.0373
41,322,372,0.0457,"Cbx5","Emsy","Dsg2",0.2587,0.2586,0.032,0.0498,0.0498,0.00140000000000001,0.00140000000000001
41,337,372,0.0483,"Cbx5","F11r","Dsg2",0.2561,0.2812,0.0294,0.0498,0.0498,0.0498,0.0294
41,356,372,0.0469,"Cbx5","Abcb1a","Dsg2",0.2575,0.2046,0.0308,0.0498,0.0498,0.0498,0.0308
42,322,372,0.041,"Cilk1","Emsy","Dsg2",0.1783,0.2633,0.0367,0.0498,0.0498,0.0061,0.0061
42,337,372,0.0474,"Cilk1","F11r","Dsg2",0.1719,0.2821,0.0303,0.0498,0.0498,0.0498,0.0303
42,372,456,0.0495,"Cilk1","Dsg2","Ccl28",0.1698,0.0282,0.2548,0.0498,0.0498,-0.0216,-0.0216
43,165,372,0.0351,"Tafazzin","Tcf7l2","Dsg2",0.2159,0.2692,0.0426,0.0498,0.0498,0.0498,0.0426
43,322,372,0.0377,"Tafazzin","Emsy","Dsg2",0.2133,0.2666,0.04,0.0498,0.0498,0.0094,0.0094
44,95,372,0.0487,"Prox1","Hif1a","Dsg2",0.2556,0.2567,0.029,0.0498,0.0498,0.0011,0.0011
44,322,372,0.0493,"Prox1","Emsy","Dsg2",0.255,0.255,0.0284,0.0498,0.0498,-0.00219999999999999,-0.00219999999999999
44,372,388,0.0337,"Prox1","Dsg2","Gja8",0.2706,0.044,0.2711,0.0498,0.0498,0.0023,0.0023
44,372,456,0.0282,"Prox1","Dsg2","Ccl28",0.2761,0.0495,0.2761,0.0498,0.0498,-0.000299999999999998,-0.000299999999999998
45,337,372,0.0484,"Slc5a1","F11r","Dsg2",0.1696,0.2811,0.0293,0.0498,0.0498,0.0498,0.0293
45,356,372,0.0471,"Slc5a1","Abcb1a","Dsg2",0.1709,0.2044,0.0306,0.0498,0.0498,0.0498,0.0306
45,372,388,0.0367,"Slc5a1","Dsg2","Gja8",0.1813,0.041,0.2681,0.0498,0.0498,-0.000700000000000006,-0.000700000000000006
45,372,456,0.028,"Slc5a1","Dsg2","Ccl28",0.19,0.0497,0.2763,0.0498,0.0498,-9.99999999999994e-05,-9.99999999999994e-05
46,165,372,0.0367,"Tbrg1","Tcf7l2","Dsg2",0.2676,0.2676,0.041,0.0498,0.0498,0.0498,0.041
46,372,388,0.0351,"Tbrg1","Dsg2","Gja8",0.2692,0.0426,0.2697,0.0498,0.0498,0.000899999999999998,0.000899999999999998
46,372,456,0.0302,"Tbrg1","Dsg2","Ccl28",0.2741,0.0475,0.2741,0.0498,0.0498,-0.0023,-0.0023
47,95,372,0.046,"Lypd8","Hif1a","Dsg2",0.1714,0.2594,0.0317,0.0498,0.0498,0.0038,0.0038
47,372,388,0.0397,"Lypd8","Dsg2","Gja8",0.1777,0.038,0.2651,0.0498,0.0498,-0.0037,-0.0037
47,372,456,0.0324,"Lypd8","Dsg2","Ccl28",0.185,0.0453,0.2719,0.0498,0.0498,-0.0045,-0.0045
48,165,372,0.0414,"Pten","Tcf7l2","Dsg2",0.222,0.2629,0.0363,0.0498,0.0498,0.0498,0.0363
48,372,388,0.0382,"Pten","Dsg2","Gja8",0.2252,0.0395,0.2666,0.0498,0.0498,-0.0022,-0.0022
48,372,456,0.0337,"Pten","Dsg2","Ccl28",0.2297,0.044,0.2706,0.0498,0.0498,-0.0058,-0.0058
49,322,372,0.0468,"Chp1","Emsy","Dsg2",0.1912,0.2575,0.0309,0.0498,0.0498,0.000300000000000002,0.000300000000000002
49,337,372,0.0492,"Chp1","F11r","Dsg2",0.1888,0.2803,0.0285,0.0498,0.0498,0.0498,0.0285
49,356,372,0.0476,"Chp1","Abcb1a","Dsg2",0.1904,0.2039,0.0301,0.0498,0.0498,0.0498,0.0301
49,372,456,0.0455,"Chp1","Dsg2","Ccl28",0.1925,0.0322,0.2588,0.0498,0.0498,-0.0176,-0.0176
50,322,372,0.0468,"Msh3","Emsy","Dsg2",0.1528,0.2575,0.0309,0.0498,0.0498,0.000300000000000002,0.000300000000000002
50,372,388,0.0368,"Msh3","Dsg2","Gja8",0.1628,0.0409,0.268,0.0498,0.0498,-0.000800000000000002,-0.000800000000000002
50,372,456,0.0302,"Msh3","Dsg2","Ccl28",0.1694,0.0475,0.2741,0.0498,0.0498,-0.0023,-0.0023
51,95,372,0.0491,"Gadd45b","Hif1a","Dsg2",0.2552,0.2563,0.0286,0.0498,0.0498,0.000699999999999999,0.000699999999999999
51,165,372,0.0369,"Gadd45b","Tcf7l2","Dsg2",0.2674,0.2674,0.0408,0.0498,0.0498,0.0498,0.0408
51,322,372,0.0497,"Gadd45b","Emsy","Dsg2",0.2546,0.2546,0.028,0.0498,0.0498,-0.0026,-0.0026
51,337,372,0.0469,"Gadd45b","F11r","Dsg2",0.2574,0.2826,0.0308,0.0498,0.0498,0.0498,0.0308
51,372,388,0.0372,"Gadd45b","Dsg2","Gja8",0.2671,0.0405,0.2676,0.0498,0.0498,-0.0012,-0.0012
51,372,456,0.0364,"Gadd45b","Dsg2","Ccl28",0.2679,0.0413,0.2679,0.0498,0.0498,-0.0085,-0.0085
53,95,372,0.0405,"Sqstm1","Hif1a","Dsg2",0.2232,0.2649,0.0372,0.0498,0.0498,0.0093,0.0093
53,337,372,0.0495,"Sqstm1","F11r","Dsg2",0.2142,0.28,0.0282,0.0498,0.0498,0.0498,0.0282
53,372,388,0.0278,"Sqstm1","Dsg2","Gja8",0.2359,0.0499,0.277,0.0498,0.0498,0.0082,0.0082
53,372,456,0.0244,"Sqstm1","Dsg2","Ccl28",0.2393,0.0533,0.2799,0.0498,0.0498,0.0035,0.0035
54,372,388,0.044,"Nfe2l2","Dsg2","Gja8",0.2639,0.0337,0.2608,0.0498,0.0498,-0.008,-0.008
54,372,456,0.0377,"Nfe2l2","Dsg2","Ccl28",0.2702,0.04,0.2666,0.0498,0.0498,-0.0098,-0.0098
55,372,388,0.0361,"Rxra","Dsg2","Gja8",0.2187,0.0416,0.2687,0.0498,0.0498,-0.000100000000000003,-0.000100000000000003
56,356,372,0.0407,"Wt1","Abcb1a","Dsg2",0.2313,0.2108,0.037,0.0498,0.0498,0.0498,0.037
58,95,372,0.0474,"Il13ra1","Hif1a","Dsg2",0.2569,0.258,0.0303,0.0498,0.0498,0.0024,0.0024
58,165,372,0.0399,"Il13ra1","Tcf7l2","Dsg2",0.2644,0.2644,0.0378,0.0498,0.0498,0.0498,0.0378
58,372,388,0.0357,"Il13ra1","Dsg2","Gja8",0.2686,0.042,0.2691,0.0498,0.0498,0.000299999999999995,0.000299999999999995
58,372,456,0.0263,"Il13ra1","Dsg2","Ccl28",0.278,0.0514,0.278,0.0498,0.0498,0.0016,0.0016
59,95,372,0.0403,"Hnf4a","Hif1a","Dsg2",0.264,0.2651,0.0374,0.0498,0.0498,0.0095,0.0095
59,165,372,0.0432,"Hnf4a","Tcf7l2","Dsg2",0.2611,0.2611,0.0345,0.0498,0.0498,0.0498,0.0345
59,372,388,0.0266,"Hnf4a","Dsg2","Gja8",0.2777,0.0511,0.2782,0.0498,0.0498,0.0094,0.0094
59,372,456,0.0232,"Hnf4a","Dsg2","Ccl28",0.2811,0.0545,0.2811,0.0498,0.0498,0.0047,0.0047
60,356,372,0.0478,"Ywhab","Abcb1a","Dsg2",0.2565,0.2037,0.0299,0.0498,0.0498,0.0498,0.0299
60,372,456,0.0455,"Ywhab","Dsg2","Ccl28",0.2588,0.0322,0.2588,0.0498,0.0498,-0.0176,-0.0176
61,372,456,0.0478,"Cldn7","Dsg2","Ccl28",0.2565,0.0299,0.2565,0.0498,0.0498,-0.0199,-0.0199
62,177,329,0.0499,"Atp5g3","Atp5b","Cdkn1c",0.1723,0.1493,0.0483,0.0498,0.0498,0.0498,0.0483
63,372,456,0.047,"Ccl6","Dsg2","Ccl28",0.2574,0.0307,0.2573,0.0498,0.0498,-0.0191,-0.0191
64,165,372,0.0353,"Ywhah","Tcf7l2","Dsg2",0.269,0.269,0.0424,0.0498,0.0498,0.0498,0.0424
66,95,372,0.0423,"Tnfaip3","Hif1a","Dsg2",0.2622,0.2631,0.0354,0.0498,0.0498,0.0075,0.0075
66,165,372,0.0366,"Tnfaip3","Tcf7l2","Dsg2",0.2679,0.2677,0.0411,0.0498,0.0498,0.0498,0.0411
66,322,372,0.0425,"Tnfaip3","Emsy","Dsg2",0.262,0.2618,0.0352,0.0498,0.0498,0.0046,0.0046
66,356,372,0.0457,"Tnfaip3","Abcb1a","Dsg2",0.2588,0.2058,0.032,0.0498,0.0498,0.0498,0.032
66,372,388,0.0369,"Tnfaip3","Dsg2","Gja8",0.2676,0.0408,0.2679,0.0498,0.0498,-0.000900000000000005,-0.000900000000000005
66,372,456,0.03,"Tnfaip3","Dsg2","Ccl28",0.2745,0.0477,0.2743,0.0498,0.0498,-0.0021,-0.0021
67,329,445,0.0491,"Nts","Cdkn1c","Duox2",0.1365,0.0491,0.0178,0.0498,0.0498,0.0498,0.0178
67,372,388,0.0358,"Nts","Dsg2","Gja8",0.1498,0.0419,0.269,0.0498,0.0498,0.000199999999999999,0.000199999999999999
67,372,456,0.0321,"Nts","Dsg2","Ccl28",0.1535,0.0456,0.2722,0.0498,0.0498,-0.0042,-0.0042
68,165,372,0.0395,"P4ha1","Tcf7l2","Dsg2",0.2193,0.2648,0.0382,0.0498,0.0498,0.0498,0.0382
68,356,372,0.0442,"P4ha1","Abcb1a","Dsg2",0.2146,0.2073,0.0335,0.0498,0.0498,0.0498,0.0335
69,95,372,0.0445,"Dcn","Hif1a","Dsg2",0.2603,0.2609,0.0332,0.0498,0.0498,0.0053,0.0053
69,165,372,0.0481,"Dcn","Tcf7l2","Dsg2",0.2567,0.2562,0.0296,0.0498,0.0498,0.0498,0.0296
69,322,372,0.044,"Dcn","Emsy","Dsg2",0.2608,0.2603,0.0337,0.0498,0.0498,0.00310000000000001,0.00310000000000001
69,337,372,0.049,"Dcn","F11r","Dsg2",0.2558,0.2805,0.0287,0.0498,0.0498,0.0498,0.0287
69,372,388,0.0342,"Dcn","Dsg2","Gja8",0.2706,0.0435,0.2706,0.0498,0.0498,0.0018,0.0018
69,372,456,0.0366,"Dcn","Dsg2","Ccl28",0.2682,0.0411,0.2677,0.0498,0.0498,-0.0087,-0.0087
70,372,456,0.0473,"Kitl","Dsg2","Ccl28",0.2006,0.0304,0.257,0.0498,0.0498,-0.0194,-0.0194
71,95,372,0.0466,"Arg1","Hif1a","Dsg2",0.253,0.2588,0.0311,0.0498,0.0498,0.00319999999999999,0.00319999999999999
71,322,372,0.0465,"Arg1","Emsy","Dsg2",0.2531,0.2578,0.0312,0.0498,0.0498,0.000600000000000003,0.000600000000000003
71,372,388,0.0379,"Arg1","Dsg2","Gja8",0.2617,0.0398,0.2669,0.0498,0.0498,-0.00190000000000001,-0.00190000000000001
71,372,456,0.028,"Arg1","Dsg2","Ccl28",0.2716,0.0497,0.2763,0.0498,0.0498,-9.99999999999994e-05,-9.99999999999994e-05
72,372,388,0.0335,"Socs2","Dsg2","Gja8",0.2708,0.0442,0.2713,0.0498,0.0498,0.0025,0.0025
72,372,456,0.032,"Socs2","Dsg2","Ccl28",0.2723,0.0457,0.2723,0.0498,0.0498,-0.0041,-0.0041
73,177,329,0.0469,"Timp3","Atp5b","Cdkn1c",0.2318,0.1523,0.0513,0.0498,0.0498,0.0498,0.0498
74,356,372,0.0445,"Slc5a8","Abcb1a","Dsg2",0.1519,0.207,0.0332,0.0498,0.0498,0.0498,0.0332
74,372,388,0.0298,"Slc5a8","Dsg2","Gja8",0.1666,0.0479,0.275,0.0498,0.0498,0.0062,0.0062
74,372,456,0.0366,"Slc5a8","Dsg2","Ccl28",0.1598,0.0411,0.2677,0.0498,0.0498,-0.0087,-0.0087
75,165,372,0.0372,"Sirt1","Tcf7l2","Dsg2",0.1929,0.2671,0.0405,0.0498,0.0498,0.0498,0.0405
75,356,372,0.0448,"Sirt1","Abcb1a","Dsg2",0.1853,0.2067,0.0329,0.0498,0.0498,0.0498,0.0329
75,372,456,0.0483,"Sirt1","Dsg2","Ccl28",0.1818,0.0294,0.256,0.0498,0.0498,-0.0204,-0.0204
76,165,372,0.0352,"Ddx21","Tcf7l2","Dsg2",0.2691,0.2691,0.0425,0.0498,0.0498,0.0498,0.0425
76,337,372,0.05,"Ddx21","F11r","Dsg2",0.2543,0.2795,0.0277,0.0498,0.0498,0.0498,0.0277
76,372,388,0.0362,"Ddx21","Dsg2","Gja8",0.2681,0.0415,0.2686,0.0498,0.0498,-0.000200000000000006,-0.000200000000000006
76,372,456,0.0259,"Ddx21","Dsg2","Ccl28",0.2784,0.0518,0.2784,0.0498,0.0498,0.002,0.002
78,95,372,0.0413,"Meis1","Hif1a","Dsg2",0.2892,0.2641,0.0364,0.0498,0.0498,0.00849999999999999,0.00849999999999999
78,165,372,0.0371,"Meis1","Tcf7l2","Dsg2",0.2934,0.2672,0.0406,0.0498,0.0498,0.0498,0.0406
78,322,372,0.0398,"Meis1","Emsy","Dsg2",0.2907,0.2645,0.0379,0.0498,0.0498,0.0073,0.0073
78,372,388,0.0327,"Meis1","Dsg2","Gja8",0.2978,0.045,0.2721,0.0498,0.0498,0.0033,0.0033
78,372,456,0.0238,"Meis1","Dsg2","Ccl28",0.3067,0.0539,0.2805,0.0498,0.0498,0.0041,0.0041
79,322,372,0.0381,"Mdm2","Emsy","Dsg2",0.27,0.2662,0.0396,0.0498,0.0498,0.009,0.009
79,372,388,0.0468,"Mdm2","Dsg2","Gja8",0.2613,0.0309,0.258,0.0498,0.0498,-0.0108,-0.0108
79,372,456,0.0204,"Mdm2","Dsg2","Ccl28",0.2877,0.0573,0.2839,0.0498,0.0498,0.0075,0.0075
80,337,372,0.0494,"Rel","F11r","Dsg2",0.259,0.2801,0.0283,0.0498,0.0498,0.0498,0.0283
80,372,388,0.0445,"Rel","Dsg2","Gja8",0.2639,0.0332,0.2603,0.0498,0.0498,-0.0085,-0.0085
80,372,456,0.0427,"Rel","Dsg2","Ccl28",0.2657,0.035,0.2616,0.0498,0.0498,-0.0148,-0.0148
82,165,372,0.0357,"Xbp1","Tcf7l2","Dsg2",0.2686,0.2686,0.042,0.0498,0.0498,0.0498,0.042
82,356,372,0.0474,"Xbp1","Abcb1a","Dsg2",0.2569,0.2041,0.0303,0.0498,0.0498,0.0498,0.0303
84,337,372,0.0493,"Prkar1a","F11r","Dsg2",0.2507,0.2802,0.0284,0.0498,0.0498,0.0498,0.0284
85,95,372,0.043,"Id2","Hif1a","Dsg2",0.2151,0.2624,0.0347,0.0498,0.0498,0.0068,0.0068
85,165,372,0.0389,"Id2","Tcf7l2","Dsg2",0.2192,0.2654,0.0388,0.0498,0.0498,0.0498,0.0388
85,322,372,0.0426,"Id2","Emsy","Dsg2",0.2155,0.2617,0.0351,0.0498,0.0498,0.0045,0.0045
85,356,372,0.05,"Id2","Abcb1a","Dsg2",0.2081,0.2015,0.0277,0.0498,0.0498,0.0498,0.0277
85,372,388,0.0333,"Id2","Dsg2","Gja8",0.2248,0.0444,0.2715,0.0498,0.0498,0.00269999999999999,0.00269999999999999
85,372,456,0.0254,"Id2","Dsg2","Ccl28",0.2327,0.0523,0.2789,0.0498,0.0498,0.0025,0.0025
86,322,372,0.0401,"Dnmt3a","Emsy","Dsg2",0.2606,0.2642,0.0376,0.0498,0.0498,0.00700000000000001,0.00700000000000001
