"Gene.A.Number","Gene.B.Number","Gene.C.Number","bresub","Gene.A.Name","Gene.B.Name","Gene.C.Name","Delta-Gene.A","Delta-Gene.B","Delta-Gene.C","Delta-Pair.AB","Delta-Pair.AC","Delta-Pair.BC","Min.Delta"
241,255,344,0.047,"Pde4b","Fgf5","Marchf6",0.0669,0.2647,0.3509,0.0498,-0.0014,0.0498,-0.0014
241,255,393,0.0447,"Pde4b","Fgf5","Prkca",0.0692,0.267,0.2737,0.0498,-0.0062,0.0498,-0.0062
241,256,296,0.0347,"Pde4b","P2rx4","Plet1",0.0792,0.3989,0.115,0.0498,0.0151,0.0498,0.0151
241,257,296,0.0323,"Pde4b","Anxa3","Plet1",0.0816,0.3976,0.1174,0.0498,0.0175,0.0498,0.0175
241,258,296,0.0326,"Pde4b","Ep400","Plet1",0.0813,0.418,0.1171,0.0498,0.0172,0.0498,0.0172
241,259,296,0.0353,"Pde4b","Foxp2","Plet1",0.0786,0.3845,0.1144,0.0498,0.0145,0.0498,0.0145
241,261,296,0.0474,"Pde4b","Pdap1","Plet1",0.0665,0.4079,0.1023,0.0498,0.0024,0.0498,0.0024
241,262,296,0.0311,"Pde4b","Cdk8","Plet1",0.0828,0.4041,0.1186,0.0498,0.0187,0.0498,0.0187
241,263,296,0.036,"Pde4b","Cald1","Plet1",0.0779,0.2826,0.1137,0.0498,0.0138,0.0498,0.0138
241,265,296,0.041,"Pde4b","Slc6a6","Plet1",0.0729,0.3867,0.1087,0.0498,0.0088,0.0498,0.0088
241,266,286,0.0329,"Pde4b","Olr1","Ikbkb",0.081,0.15,0.1385,0.0498,-0.0044,0.0498,-0.0044
241,266,344,0.0488,"Pde4b","Olr1","Marchf6",0.0651,0.1341,0.3491,0.0498,-0.0032,0.0498,-0.0032
241,269,286,0.0368,"Pde4b","Atg7","Ikbkb",0.0771,0.2743,0.1346,0.0498,-0.0083,0.0498,-0.0083
241,269,344,0.0475,"Pde4b","Atg7","Marchf6",0.0664,0.2636,0.3504,0.0498,-0.0019,0.0498,-0.0019
241,269,404,0.0448,"Pde4b","Atg7","Slfn5",0.0691,0.2663,0.4243,0.0498,0.0498,0.0498,0.0498
241,271,296,0.049,"Pde4b","Cd9","Plet1",0.0649,0.4289,0.1007,0.0498,0.000799999999999995,0.0498,0.000799999999999995
241,272,296,0.0491,"Pde4b","Tjp1","Plet1",0.0648,0.2595,0.1006,0.0498,0.000699999999999999,0.0498,0.000699999999999999
241,273,286,0.0418,"Pde4b","Far1","Ikbkb",0.0721,0.5303,0.1296,0.0498,-0.0133,0.0498,-0.0133
241,273,296,0.0379,"Pde4b","Far1","Plet1",0.076,0.5342,0.1118,0.0498,0.0119,0.0498,0.0119
241,276,296,0.0392,"Pde4b","Itgam","Plet1",0.0747,0.169,0.1105,0.0498,0.0106,0.0498,0.0106
241,278,296,0.038,"Pde4b","Stim1","Plet1",0.0759,0.3952,0.1117,0.0498,0.0118,0.0498,0.0118
241,279,296,0.0309,"Pde4b","Cask","Plet1",0.083,0.3724,0.1188,0.0498,0.0189,0.0498,0.0189
241,280,286,0.039,"Pde4b","Slc35a2","Ikbkb",0.0749,0.3907,0.1324,0.0498,-0.0105,0.0498,-0.0105
241,280,296,0.0322,"Pde4b","Slc35a2","Plet1",0.0817,0.3975,0.1175,0.0498,0.0176,0.0498,0.0176
241,280,303,0.0466,"Pde4b","Slc35a2","Slc25a36",0.0673,0.3831,0.2247,0.0498,0.0498,0.0498,0.0498
241,281,296,0.0497,"Pde4b","Efnb1","Plet1",0.0642,0.5125,0.1,0.0498,9.99999999999959e-05,0.0498,9.99999999999959e-05
241,283,296,0.0498,"Pde4b","Tsc22d3","Plet1",0.0641,0.1724,0.0999,0.0498,0,0.0498,0
241,284,296,0.0408,"Pde4b","Tnfsf13b","Plet1",0.0731,0.4019,0.1089,0.0498,0.00899999999999999,0.0498,0.00899999999999999
241,285,286,0.0427,"Pde4b","Polb","Ikbkb",0.0712,0.4373,0.1287,0.0498,-0.0142,0.0498,-0.0142
241,285,296,0.0315,"Pde4b","Polb","Plet1",0.0824,0.4485,0.1182,0.0498,0.0183,0.0498,0.0183
241,285,393,0.0404,"Pde4b","Polb","Prkca",0.0735,0.4396,0.278,0.0498,-0.0019,0.0498,-0.0019
241,286,290,0.0479,"Pde4b","Ikbkb","Rbl2",0.066,0.1235,0.3013,-0.0194,0.0498,0.0498,-0.0194
241,286,291,0.045,"Pde4b","Ikbkb","Aktip",0.0689,0.1264,0.307,-0.0165,0.0498,0.0498,-0.0165
241,286,292,0.0409,"Pde4b","Ikbkb","Il15",0.073,0.1305,0.3552,-0.0124,0.0498,0.0498,-0.0124
241,286,295,0.0359,"Pde4b","Ikbkb","Egln1",0.078,0.1355,0.4828,-0.0074,0.0498,0.0498,-0.0074
241,286,296,0.0296,"Pde4b","Ikbkb","Plet1",0.0843,0.1418,0.1201,-0.0011,0.0202,0.0498,-0.0011
241,286,310,0.0458,"Pde4b","Ikbkb","Slc16a1",0.0681,0.1256,0.3551,-0.0173,0.0498,0.0498,-0.0173
241,286,314,0.0481,"Pde4b","Ikbkb","Lpar6",0.0658,0.1233,0.3693,-0.0196,0.0498,0.0498,-0.0196
241,286,316,0.0407,"Pde4b","Ikbkb","Slc25a37",0.0732,0.1307,0.2969,-0.0122,0.0498,0.0498,-0.0122
241,286,319,0.0387,"Pde4b","Ikbkb","Becn1",0.0752,0.1327,0.3818,-0.0102,0.0498,0.0498,-0.0102
241,286,325,0.039,"Pde4b","Ikbkb","Cdc42ep3",0.0749,0.1324,0.512,-0.0105,0.0498,0.0498,-0.0105
241,286,327,0.0368,"Pde4b","Ikbkb","Kdm6a",0.0771,0.1346,0.3267,-0.0083,0.0123,0.0498,-0.0083
241,286,341,0.0334,"Pde4b","Ikbkb","Lpar1",0.0805,0.138,0.1702,-0.0049,0.0498,0.0498,-0.0049
241,286,344,0.0275,"Pde4b","Ikbkb","Marchf6",0.0864,0.1439,0.3704,0.001,0.0181,0.0498,0.001
241,286,346,0.0392,"Pde4b","Ikbkb","Rbpj",0.0747,0.1322,0.2731,-0.0107,0.0498,0.0498,-0.0107
241,286,353,0.0448,"Pde4b","Ikbkb","Lats1",0.0691,0.1266,0.2394,-0.0163,0.0498,0.0498,-0.0163
241,286,355,0.0456,"Pde4b","Ikbkb","Cdk6",0.0683,0.1258,0.1511,-0.0171,0.0498,0.0498,-0.0171
241,286,361,0.044,"Pde4b","Ikbkb","Irf8",0.0699,0.1274,0.3831,-0.0155,0.0498,0.0498,-0.0155
241,286,375,0.0357,"Pde4b","Ikbkb","Prkce",0.0782,0.1357,0.5238,-0.0072,0.0498,0.0498,-0.0072
241,286,384,0.0456,"Pde4b","Ikbkb","Arhgap30",0.0683,0.1258,0.2256,-0.0171,0.0498,0.0498,-0.0171
241,286,393,0.0405,"Pde4b","Ikbkb","Prkca",0.0734,0.1309,0.2779,-0.012,-0.002,0.0498,-0.012
241,286,396,0.0453,"Pde4b","Ikbkb","Ywhag",0.0686,0.1261,0.4019,-0.0168,0.0498,0.0498,-0.0168
241,286,399,0.0277,"Pde4b","Ikbkb","Prkcb",0.0862,0.1437,0.4718,0.000800000000000002,0.0498,0.0498,0.000800000000000002
241,286,404,0.0326,"Pde4b","Ikbkb","Slfn5",0.0813,0.1388,0.4365,-0.0041,0.0498,0.0498,-0.0041
241,286,405,0.0291,"Pde4b","Ikbkb","Slc30a7",0.0848,0.1423,0.1689,-6e-04,0.0498,0.0498,-6e-04
241,286,414,0.0386,"Pde4b","Ikbkb","Socs6",0.0753,0.1328,0.2267,-0.0101,0.0498,0.0498,-0.0101
241,286,417,0.0305,"Pde4b","Ikbkb","Birc2",0.0834,0.1409,0.1521,-0.002,0.0498,0.0498,-0.002
241,286,420,0.0236,"Pde4b","Ikbkb","Nfam1",0.0903,0.1478,0.4326,0.0049,0.0498,0.0498,0.0049
241,286,422,0.0257,"Pde4b","Ikbkb","Thra",0.0882,0.1457,0.3885,0.0028,0.0498,0.0498,0.0028
241,286,424,0.0481,"Pde4b","Ikbkb","Hopx",0.0658,0.1233,0.3667,-0.0196,0.0498,0.0498,-0.0196
241,286,429,0.0252,"Pde4b","Ikbkb","Maml3",0.0887,0.1462,0.2986,0.0033,0.0498,0.0498,0.0033
241,286,431,0.0465,"Pde4b","Ikbkb","Slc25a3",0.0674,0.1249,0.3782,-0.018,0.0498,0.0498,-0.018
241,286,434,0.03,"Pde4b","Ikbkb","Acadm",0.0839,0.1414,0.4352,-0.0015,0.0498,0.0498,-0.0015
241,286,438,0.0469,"Pde4b","Ikbkb","Gpx1",0.067,0.1245,0.3411,-0.0184,0.0498,0.0498,-0.0184
241,286,452,0.0462,"Pde4b","Ikbkb","Naip5",0.0677,0.1252,0.3188,-0.0177,0.0498,0.0498,-0.0177
241,286,454,0.0391,"Pde4b","Ikbkb","Csf2rb",0.0748,0.1323,0.4034,-0.0106,0.0498,0.0498,-0.0106
241,286,461,0.0448,"Pde4b","Ikbkb","Naip3",0.0691,0.1266,0.3659,-0.0163,0.0498,0.0498,-0.0163
241,286,463,0.0374,"Pde4b","Ikbkb","Slc5a3",0.0765,0.134,0.3919,-0.0089,0.0498,0.0498,-0.0089
241,287,296,0.0414,"Pde4b","Slit2","Plet1",0.0725,0.3478,0.1083,0.0498,0.0084,0.0498,0.0084
241,289,296,0.0331,"Pde4b","Casp3","Plet1",0.0808,0.335,0.1166,0.0498,0.0167,0.0498,0.0167
241,289,393,0.0405,"Pde4b","Casp3","Prkca",0.0734,0.3276,0.2779,0.0498,-0.002,0.0498,-0.002
241,290,296,0.0352,"Pde4b","Rbl2","Plet1",0.0787,0.314,0.1145,0.0498,0.0146,0.0498,0.0146
241,290,393,0.0477,"Pde4b","Rbl2","Prkca",0.0662,0.3015,0.2707,0.0498,-0.0092,0.0498,-0.0092
241,291,296,0.0363,"Pde4b","Aktip","Plet1",0.0776,0.3157,0.1134,0.0498,0.0135,0.0498,0.0135
241,292,296,0.0291,"Pde4b","Il15","Plet1",0.0848,0.367,0.1206,0.0498,0.0207,0.0498,0.0207
241,293,296,0.0366,"Pde4b","Mt1","Plet1",0.0773,0.3367,0.1131,0.0498,0.0132,0.0498,0.0132
241,293,393,0.0496,"Pde4b","Mt1","Prkca",0.0643,0.3237,0.2688,0.0498,-0.0111,0.0498,-0.0111
241,294,296,0.0394,"Pde4b","Has3","Plet1",0.0745,0.4513,0.1103,0.0498,0.0104,0.0498,0.0104
241,294,393,0.0438,"Pde4b","Has3","Prkca",0.0701,0.4469,0.2746,0.0498,-0.0053,0.0498,-0.0053
241,295,296,0.0348,"Pde4b","Egln1","Plet1",0.0791,0.4839,0.1149,0.0498,0.015,0.0498,0.015
241,295,393,0.0401,"Pde4b","Egln1","Prkca",0.0738,0.4786,0.2783,0.0498,-0.0016,0.0498,-0.0016
241,296,298,0.0312,"Pde4b","Plet1","Ilf3",0.0827,0.1185,0.4045,0.0186,0.0498,0.0498,0.0186
241,296,300,0.0469,"Pde4b","Plet1","Cgnl1",0.067,0.1028,0.2912,0.0029,0.0498,0.0498,0.0029
241,296,301,0.0328,"Pde4b","Plet1","Pkm",0.0811,0.1169,0.4225,0.017,0.0498,0.0498,0.017
241,296,302,0.0458,"Pde4b","Plet1","Car12",0.0681,0.1039,0.4697,0.004,0.0498,0.0498,0.004
241,296,303,0.0279,"Pde4b","Plet1","Slc25a36",0.086,0.1218,0.2434,0.0219,0.0498,0.0498,0.0219
241,296,308,0.0332,"Pde4b","Plet1","Nlrp3",0.0807,0.1165,0.3487,0.0166,0.0498,0.0498,0.0166
241,296,310,0.0494,"Pde4b","Plet1","Slc16a1",0.0645,0.1003,0.3515,0.000399999999999998,0.0498,0.0498,0.000399999999999998
241,296,311,0.0286,"Pde4b","Plet1","Hspa13",0.0853,0.1211,0.4272,0.0212,0.0498,0.0498,0.0212
241,296,312,0.0385,"Pde4b","Plet1","Foxj3",0.0754,0.1112,0.4788,0.0113,0.0498,0.0498,0.0113
241,296,314,0.0404,"Pde4b","Plet1","Lpar6",0.0735,0.1093,0.377,0.0094,0.0498,0.0498,0.0094
241,296,315,0.0403,"Pde4b","Plet1","Ctnnd1",0.0736,0.1094,0.459,0.0095,0.0498,0.0498,0.0095
241,296,316,0.0396,"Pde4b","Plet1","Slc25a37",0.0743,0.1101,0.298,0.0102,0.0498,0.0498,0.0102
241,296,319,0.0377,"Pde4b","Plet1","Becn1",0.0762,0.112,0.3828,0.0121,0.0498,0.0498,0.0121
241,296,322,0.0433,"Pde4b","Plet1","Emsy",0.0706,0.1064,0.3892,0.0065,0.0498,0.0498,0.0065
241,296,323,0.0403,"Pde4b","Plet1","Foxa1",0.0736,0.1094,0.4516,0.0095,0.0498,0.0498,0.0095
241,296,325,0.0367,"Pde4b","Plet1","Cdc42ep3",0.0772,0.113,0.5143,0.0131,0.0498,0.0498,0.0131
241,296,326,0.0438,"Pde4b","Plet1","Foxa2",0.0701,0.1059,0.3911,0.006,0.0498,0.0498,0.006
241,296,327,0.0368,"Pde4b","Plet1","Kdm6a",0.0771,0.1129,0.3267,0.013,0.0123,0.0498,0.0123
241,296,330,0.0334,"Pde4b","Plet1","Atp8a1",0.0805,0.1163,0.4031,0.0164,0.0498,0.0498,0.0164
241,296,331,0.0407,"Pde4b","Plet1","Cd81",0.0732,0.109,0.4323,0.0091,0.0498,0.0498,0.0091
241,296,334,0.0355,"Pde4b","Plet1","Ormdl3",0.0784,0.1142,0.4481,0.0143,0.0498,0.0498,0.0143
241,296,336,0.0396,"Pde4b","Plet1","Hoxa9",0.0743,0.1101,0.4438,0.0102,0.0498,0.0498,0.0102
241,296,339,0.0369,"Pde4b","Plet1","Slc22a23",0.077,0.1128,0.3355,0.0129,0.0498,0.0498,0.0129
241,296,341,0.028,"Pde4b","Plet1","Lpar1",0.0859,0.1217,0.1756,0.0218,0.0498,0.0498,0.0218
241,296,342,0.0335,"Pde4b","Plet1","Nlrp6",0.0804,0.1162,0.3629,0.0163,0.0498,0.0498,0.0163
241,296,343,0.0433,"Pde4b","Plet1","Irs2",0.0706,0.1064,0.2817,0.0065,0.0498,0.0498,0.0065
241,296,344,0.0327,"Pde4b","Plet1","Marchf6",0.0812,0.117,0.3652,0.0171,0.0129,0.0498,0.0129
241,296,346,0.0352,"Pde4b","Plet1","Rbpj",0.0787,0.1145,0.2771,0.0146,0.0498,0.0498,0.0146
241,296,348,0.0296,"Pde4b","Plet1","Tgfb2",0.0843,0.1201,0.4092,0.0202,0.0498,0.0498,0.0202
241,296,349,0.0456,"Pde4b","Plet1","Prss23",0.0683,0.1041,0.2463,0.0042,0.0498,0.0498,0.0042
241,296,350,0.0388,"Pde4b","Plet1","Ncam1",0.0751,0.1109,0.3801,0.011,0.0498,0.0498,0.011
241,296,351,0.0285,"Pde4b","Plet1","Ptger4",0.0854,0.1212,0.4633,0.0213,0.0498,0.0498,0.0213
241,296,352,0.0426,"Pde4b","Plet1","Hip1",0.0713,0.1071,0.2893,0.0072,0.0498,0.0498,0.0072
241,296,353,0.037,"Pde4b","Plet1","Lats1",0.0769,0.1127,0.2472,0.0128,0.0498,0.0498,0.0128
241,296,354,0.0426,"Pde4b","Plet1","Thbs1",0.0713,0.1071,0.1508,0.0072,0.0498,0.0498,0.0072
241,296,355,0.027,"Pde4b","Plet1","Cdk6",0.0869,0.1227,0.1697,0.0228,0.0498,0.0498,0.0228
241,296,357,0.0304,"Pde4b","Plet1","Cept1",0.0835,0.1193,0.4085,0.0194,0.0498,0.0498,0.0194
241,296,359,0.0373,"Pde4b","Plet1","Car8",0.0766,0.1124,0.4432,0.0125,0.0498,0.0498,0.0125
241,296,361,0.0313,"Pde4b","Plet1","Irf8",0.0826,0.1184,0.3958,0.0185,0.0498,0.0498,0.0185
241,296,363,0.037,"Pde4b","Plet1","Znrf3",0.0769,0.1127,0.4956,0.0128,0.0498,0.0498,0.0128
241,296,365,0.0419,"Pde4b","Plet1","Mgat3",0.072,0.1078,0.2638,0.0079,0.0498,0.0498,0.0079
241,296,368,0.0414,"Pde4b","Plet1","Id1",0.0725,0.1083,0.3972,0.0084,0.0498,0.0498,0.0084
241,296,370,0.0355,"Pde4b","Plet1","Ptpn11",0.0784,0.1142,0.511,0.0143,0.0498,0.0498,0.0143
241,296,375,0.0408,"Pde4b","Plet1","Prkce",0.0731,0.1089,0.5187,0.00899999999999999,0.0498,0.0498,0.00899999999999999
241,296,378,0.0414,"Pde4b","Plet1","Fpr1",0.0725,0.1083,0.2889,0.0084,0.0498,0.0498,0.0084
241,296,383,0.0324,"Pde4b","Plet1","Slc39a9",0.0815,0.1173,0.3701,0.0174,0.0498,0.0498,0.0174
241,296,384,0.0331,"Pde4b","Plet1","Arhgap30",0.0808,0.1166,0.2381,0.0167,0.0498,0.0498,0.0167
241,296,385,0.0463,"Pde4b","Plet1","Krt8",0.0676,0.1034,0.1982,0.0035,0.0498,0.0498,0.0035
241,296,387,0.0363,"Pde4b","Plet1","Slc17a5",0.0776,0.1134,0.268,0.0135,0.0498,0.0498,0.0135
241,296,389,0.0434,"Pde4b","Plet1","Lgr4",0.0705,0.1063,0.4481,0.0064,0.0498,0.0498,0.0064
241,296,390,0.037,"Pde4b","Plet1","Foxc1",0.0769,0.1127,0.4124,0.0128,0.0498,0.0498,0.0128
241,296,392,0.0406,"Pde4b","Plet1","Ftl1",0.0733,0.1091,0.2839,0.0092,0.0498,0.0498,0.0092
241,296,393,0.04,"Pde4b","Plet1","Prkca",0.0739,0.1097,0.2784,0.0098,-0.0015,0.0498,-0.0015
241,296,394,0.0393,"Pde4b","Plet1","Ffar2",0.0746,0.1104,0.4058,0.0105,0.0498,0.0498,0.0105
241,296,399,0.0338,"Pde4b","Plet1","Prkcb",0.0801,0.1159,0.4657,0.016,0.0498,0.0498,0.016
241,296,401,0.0447,"Pde4b","Plet1","Lifr",0.0692,0.105,0.3512,0.0051,0.0498,0.0498,0.0051
241,296,402,0.038,"Pde4b","Plet1","Rhob",0.0759,0.1117,0.3575,0.0118,0.0498,0.0498,0.0118
241,296,403,0.0326,"Pde4b","Plet1","Ceacam2",0.0813,0.1171,0.3827,0.0172,0.0498,0.0498,0.0172
241,296,404,0.0444,"Pde4b","Plet1","Slfn5",0.0695,0.1053,0.4247,0.0054,0.0498,0.0498,0.0054
241,296,405,0.0289,"Pde4b","Plet1","Slc30a7",0.085,0.1208,0.1691,0.0209,0.0498,0.0498,0.0209
241,296,407,0.0303,"Pde4b","Plet1","Adam10",0.0836,0.1194,0.3394,0.0195,0.0498,0.0498,0.0195
241,296,408,0.043,"Pde4b","Plet1","Ddx17",0.0709,0.1067,0.3989,0.0068,0.0498,0.0498,0.0068
241,296,409,0.0446,"Pde4b","Plet1","Foxd2",0.0693,0.1051,0.2468,0.0052,0.0498,0.0498,0.0052
241,296,410,0.0339,"Pde4b","Plet1","Fut9",0.08,0.1158,0.3655,0.0159,0.0498,0.0498,0.0159
241,296,416,0.0325,"Pde4b","Plet1","Ptafr",0.0814,0.1172,0.3349,0.0173,0.0498,0.0498,0.0173
241,296,417,0.0288,"Pde4b","Plet1","Birc2",0.0851,0.1209,0.1538,0.021,0.0498,0.0498,0.021
241,296,418,0.0351,"Pde4b","Plet1","Mab21l2",0.0788,0.1146,0.3654,0.0147,0.0498,0.0498,0.0147
241,296,420,0.0445,"Pde4b","Plet1","Nfam1",0.0694,0.1052,0.4117,0.0053,0.0498,0.0498,0.0053
241,296,421,0.0434,"Pde4b","Plet1","Tspan7",0.0705,0.1063,0.4755,0.0064,0.0498,0.0498,0.0064
241,296,422,0.0334,"Pde4b","Plet1","Thra",0.0805,0.1163,0.3808,0.0164,0.0498,0.0498,0.0164
241,296,424,0.0363,"Pde4b","Plet1","Hopx",0.0776,0.1134,0.3785,0.0135,0.0498,0.0498,0.0135
241,296,425,0.0371,"Pde4b","Plet1","Max",0.0768,0.1126,0.3456,0.0127,0.0498,0.0498,0.0127
241,296,426,0.0385,"Pde4b","Plet1","Ptk2b",0.0754,0.1112,0.4878,0.0113,0.0498,0.0498,0.0113
241,296,428,0.0305,"Pde4b","Plet1","Slc4a4",0.0834,0.1192,0.3718,0.0193,0.0498,0.0498,0.0193
241,296,429,0.0284,"Pde4b","Plet1","Maml3",0.0855,0.1213,0.2954,0.0214,0.0498,0.0498,0.0214
241,296,431,0.0348,"Pde4b","Plet1","Slc25a3",0.0791,0.1149,0.3899,0.015,0.0498,0.0498,0.015
241,296,433,0.04,"Pde4b","Plet1","Actg1",0.0739,0.1097,0.4561,0.0098,0.0498,0.0498,0.0098
241,296,434,0.0401,"Pde4b","Plet1","Acadm",0.0738,0.1096,0.4251,0.0097,0.0498,0.0498,0.0097
241,296,435,0.0396,"Pde4b","Plet1","Mapk3",0.0743,0.1101,0.4891,0.0102,0.0498,0.0498,0.0102
241,296,438,0.0392,"Pde4b","Plet1","Gpx1",0.0747,0.1105,0.3488,0.0106,0.0498,0.0498,0.0106
241,296,443,0.0296,"Pde4b","Plet1","Bmpr2",0.0843,0.1201,0.2879,0.0202,0.0498,0.0498,0.0202
241,296,447,0.0447,"Pde4b","Plet1","Msi2",0.0692,0.105,0.4613,0.0051,0.0498,0.0498,0.0051
241,296,448,0.0464,"Pde4b","Plet1","Ccnd1",0.0675,0.1033,0.1769,0.0034,0.0498,0.0498,0.0034
241,296,450,0.0496,"Pde4b","Plet1","Ceacam20",0.0643,0.1001,0.4022,0.000199999999999999,0.0498,0.0498,0.000199999999999999
241,296,452,0.0391,"Pde4b","Plet1","Naip5",0.0748,0.1106,0.3259,0.0107,0.0498,0.0498,0.0107
241,296,454,0.0297,"Pde4b","Plet1","Csf2rb",0.0842,0.12,0.4128,0.0201,0.0498,0.0498,0.0201
241,296,455,0.043,"Pde4b","Plet1","Cdkn2b",0.0709,0.1067,0.3021,0.0068,0.0498,0.0498,0.0068
241,296,456,0.0471,"Pde4b","Plet1","Ccl28",0.0668,0.1026,0.509,0.00269999999999999,0.0498,0.0498,0.00269999999999999
241,296,457,0.0351,"Pde4b","Plet1","Selenos",0.0788,0.1146,0.4248,0.0147,0.0498,0.0498,0.0147
241,296,461,0.038,"Pde4b","Plet1","Naip3",0.0759,0.1117,0.3727,0.0118,0.0498,0.0498,0.0118
241,296,462,0.0347,"Pde4b","Plet1","Bcl2l2",0.0792,0.115,0.3727,0.0151,0.0498,0.0498,0.0151
241,296,463,0.0329,"Pde4b","Plet1","Slc5a3",0.081,0.1168,0.3964,0.0169,0.0498,0.0498,0.0169
241,303,327,0.0452,"Pde4b","Slc25a36","Kdm6a",0.0687,0.2261,0.3183,0.0498,0.0039,0.0498,0.0039
241,303,405,0.0436,"Pde4b","Slc25a36","Slc30a7",0.0703,0.2277,0.1544,0.0498,0.0498,0.0498,0.0498
241,303,431,0.0426,"Pde4b","Slc25a36","Slc25a3",0.0713,0.2287,0.3821,0.0498,0.0498,0.0498,0.0498
241,312,393,0.0478,"Pde4b","Foxj3","Prkca",0.0661,0.4695,0.2706,0.0498,-0.0093,0.0498,-0.0093
241,314,327,0.0492,"Pde4b","Lpar6","Kdm6a",0.0647,0.3682,0.3143,0.0498,-0.000100000000000003,0.0498,-0.000100000000000003
241,314,393,0.0482,"Pde4b","Lpar6","Prkca",0.0657,0.3692,0.2702,0.0498,-0.0097,0.0498,-0.0097
241,319,393,0.0467,"Pde4b","Becn1","Prkca",0.0672,0.3738,0.2717,0.0498,-0.0082,0.0498,-0.0082
241,325,327,0.043,"Pde4b","Cdc42ep3","Kdm6a",0.0709,0.508,0.3205,0.0498,0.0061,0.0498,0.0061
241,327,341,0.0406,"Pde4b","Kdm6a","Lpar1",0.0733,0.3229,0.163,0.0085,0.0498,0.0498,0.0085
241,327,344,0.0488,"Pde4b","Kdm6a","Marchf6",0.0651,0.3147,0.3491,0.000299999999999995,-0.0032,0.0498,-0.0032
241,327,355,0.0434,"Pde4b","Kdm6a","Cdk6",0.0705,0.3201,0.1533,0.0057,0.0498,0.0498,0.0057
241,327,361,0.0462,"Pde4b","Kdm6a","Irf8",0.0677,0.3173,0.3809,0.0029,0.0498,0.0498,0.0029
241,327,393,0.0375,"Pde4b","Kdm6a","Prkca",0.0764,0.326,0.2809,0.0116,0.001,0.0498,0.001
241,327,399,0.0475,"Pde4b","Kdm6a","Prkcb",0.0664,0.316,0.452,0.0016,0.0498,0.0498,0.0016
241,327,417,0.0491,"Pde4b","Kdm6a","Birc2",0.0648,0.3144,0.1335,0,0.0498,0.0498,0
241,327,429,0.0487,"Pde4b","Kdm6a","Maml3",0.0652,0.3148,0.2751,0.000399999999999998,0.0498,0.0498,0.000399999999999998
241,327,454,0.0458,"Pde4b","Kdm6a","Csf2rb",0.0681,0.3177,0.3967,0.0033,0.0498,0.0498,0.0033
241,341,393,0.0307,"Pde4b","Lpar1","Prkca",0.0832,0.1729,0.2877,0.0498,0.0078,0.0498,0.0078
241,341,429,0.0452,"Pde4b","Lpar1","Maml3",0.0687,0.1584,0.2786,0.0498,0.0498,0.0498,0.0498
241,342,393,0.0464,"Pde4b","Nlrp6","Prkca",0.0675,0.35,0.272,0.0498,-0.0079,0.0498,-0.0079
241,344,346,0.0489,"Pde4b","Marchf6","Rbpj",0.065,0.349,0.2634,-0.0033,0.0498,0.0498,-0.0033
241,344,396,0.0489,"Pde4b","Marchf6","Ywhag",0.065,0.349,0.3983,-0.0033,0.0498,0.0498,-0.0033
241,344,399,0.0444,"Pde4b","Marchf6","Prkcb",0.0695,0.3535,0.4551,0.0012,0.0498,0.0498,0.0012
241,344,404,0.0351,"Pde4b","Marchf6","Slfn5",0.0788,0.3628,0.434,0.0105,0.0498,0.0498,0.0105
241,344,417,0.0478,"Pde4b","Marchf6","Birc2",0.0661,0.3501,0.1348,-0.0022,0.0498,0.0498,-0.0022
241,344,420,0.0455,"Pde4b","Marchf6","Nfam1",0.0684,0.3524,0.4107,0.000100000000000003,0.0498,0.0498,0.000100000000000003
241,344,422,0.0431,"Pde4b","Marchf6","Thra",0.0708,0.3548,0.3711,0.0025,0.0498,0.0498,0.0025
241,344,429,0.04,"Pde4b","Marchf6","Maml3",0.0739,0.3579,0.2838,0.0056,0.0498,0.0498,0.0056
241,344,434,0.0459,"Pde4b","Marchf6","Acadm",0.068,0.352,0.4193,-0.000300000000000002,0.0498,0.0498,-0.000300000000000002
241,344,463,0.0483,"Pde4b","Marchf6","Slc5a3",0.0656,0.3496,0.381,-0.0027,0.0498,0.0498,-0.0027
241,346,393,0.0424,"Pde4b","Rbpj","Prkca",0.0715,0.2699,0.276,0.0498,-0.0039,0.0498,-0.0039
241,355,393,0.0413,"Pde4b","Cdk6","Prkca",0.0726,0.1554,0.2771,0.0498,-0.0028,0.0498,-0.0028
241,361,393,0.0351,"Pde4b","Irf8","Prkca",0.0788,0.392,0.2833,0.0498,0.0034,0.0498,0.0034
241,393,399,0.0269,"Pde4b","Prkca","Prkcb",0.087,0.2915,0.4726,0.0116,0.0498,0.0498,0.0116
241,393,405,0.0362,"Pde4b","Prkca","Slc30a7",0.0777,0.2822,0.1618,0.0023,0.0498,0.0498,0.0023
241,393,417,0.0404,"Pde4b","Prkca","Birc2",0.0735,0.278,0.1422,-0.0019,0.0498,0.0498,-0.0019
241,393,420,0.0311,"Pde4b","Prkca","Nfam1",0.0828,0.2873,0.4251,0.0074,0.0498,0.0498,0.0074
241,393,422,0.038,"Pde4b","Prkca","Thra",0.0759,0.2804,0.3762,5e-04,0.0498,0.0498,5e-04
241,393,424,0.0489,"Pde4b","Prkca","Hopx",0.065,0.2695,0.3659,-0.0104,0.0498,0.0498,-0.0104
241,393,429,0.0296,"Pde4b","Prkca","Maml3",0.0843,0.2888,0.2942,0.0089,0.0498,0.0498,0.0089
