"Gene.A.Number","Gene.B.Number","Gene.C.Number","bresub","Gene.A.Name","Gene.B.Name","Gene.C.Name","Delta-Gene.A","Delta-Gene.B","Delta-Gene.C","Delta-Pair.AB","Delta-Pair.AC","Delta-Pair.BC","Min.Delta"
33,241,285,0.0143,"Slc30a4","Pde4b","Polb",0.1569,0.0996,0.4657,0.0015,0.0498,0.0498,0.0015
33,241,286,0.0045,"Slc30a4","Pde4b","Ikbkb",0.1667,0.1094,0.1669,0.0113,0.0498,0.024,0.0113
33,241,288,0.032,"Slc30a4","Pde4b","Gsr",0.1392,0.0819,0.1773,-0.0162,0.0498,0.0498,-0.0162
33,241,289,0.0294,"Slc30a4","Pde4b","Casp3",0.1418,0.0845,0.3387,-0.0136,0.0498,0.0498,-0.0136
33,241,290,0.0176,"Slc30a4","Pde4b","Rbl2",0.1536,0.0963,0.3316,-0.0018,0.0498,0.0498,-0.0018
33,241,291,0.0288,"Slc30a4","Pde4b","Aktip",0.1424,0.0851,0.3232,-0.013,0.0498,0.0498,-0.013
33,241,292,0.0182,"Slc30a4","Pde4b","Il15",0.153,0.0957,0.3779,-0.0024,0.0498,0.0498,-0.0024
33,241,293,0.0122,"Slc30a4","Pde4b","Mt1",0.159,0.1017,0.3611,0.0036,0.0498,0.0498,0.0036
33,241,294,0.0139,"Slc30a4","Pde4b","Has3",0.1573,0.1,0.4768,0.0019,0.0498,0.0498,0.0019
33,241,295,0.0193,"Slc30a4","Pde4b","Egln1",0.1519,0.0946,0.4994,-0.0035,0.0498,0.0498,-0.0035
33,241,298,0.0181,"Slc30a4","Pde4b","Ilf3",0.1531,0.0958,0.4176,-0.0023,0.0498,0.0498,-0.0023
33,241,301,0.0474,"Slc30a4","Pde4b","Pkm",0.1238,0.0665,0.4079,-0.0316,0.0498,0.0498,-0.0316
33,241,303,0.0123,"Slc30a4","Pde4b","Slc25a36",0.1589,0.1016,0.259,0.0035,0.0498,0.0498,0.0035
33,241,306,0.0414,"Slc30a4","Pde4b","Slco2a1",0.1298,0.0725,0.2534,-0.0256,0.0498,0.0498,-0.0256
33,241,308,0.0208,"Slc30a4","Pde4b","Nlrp3",0.1504,0.0931,0.3611,-0.005,0.0498,0.0498,-0.005
33,241,310,0.0291,"Slc30a4","Pde4b","Slc16a1",0.1421,0.0848,0.3718,-0.0133,0.0498,0.0498,-0.0133
33,241,311,0.0213,"Slc30a4","Pde4b","Hspa13",0.1499,0.0926,0.4345,-0.0055,0.0498,0.0498,-0.0055
33,241,312,0.0162,"Slc30a4","Pde4b","Foxj3",0.155,0.0977,0.5011,-0.000399999999999998,0.0498,0.0498,-0.000399999999999998
33,241,314,0.0316,"Slc30a4","Pde4b","Lpar6",0.1396,0.0823,0.3858,-0.0158,0.0498,0.0498,-0.0158
33,241,315,0.0289,"Slc30a4","Pde4b","Ctnnd1",0.1423,0.085,0.4704,-0.0131,0.0498,0.0498,-0.0131
33,241,316,0.0138,"Slc30a4","Pde4b","Slc25a37",0.1574,0.1001,0.3238,0.002,0.0498,0.0498,0.002
33,241,319,0.0105,"Slc30a4","Pde4b","Becn1",0.1607,0.1034,0.41,0.0053,0.0498,0.0498,0.0053
33,241,323,0.0269,"Slc30a4","Pde4b","Foxa1",0.1443,0.087,0.465,-0.0111,0.0498,0.0498,-0.0111
33,241,325,0.0106,"Slc30a4","Pde4b","Cdc42ep3",0.1606,0.1033,0.5404,0.0052,0.0498,0.0498,0.0052
33,241,326,0.04,"Slc30a4","Pde4b","Foxa2",0.1312,0.0739,0.3949,-0.0242,0.0498,0.0498,-0.0242
33,241,327,0.0217,"Slc30a4","Pde4b","Kdm6a",0.1495,0.0922,0.3418,-0.0059,0.0498,0.0274,-0.0059
33,241,331,0.0246,"Slc30a4","Pde4b","Cd81",0.1466,0.0893,0.4484,-0.0088,0.0498,0.0498,-0.0088
33,241,334,0.0411,"Slc30a4","Pde4b","Ormdl3",0.1301,0.0728,0.4425,-0.0253,0.0498,0.0498,-0.0253
33,241,336,0.0377,"Slc30a4","Pde4b","Hoxa9",0.1335,0.0762,0.4457,-0.0219,0.0498,0.0498,-0.0219
33,241,339,0.0265,"Slc30a4","Pde4b","Slc22a23",0.1447,0.0874,0.3459,-0.0107,0.0498,0.0498,-0.0107
33,241,341,0.0128,"Slc30a4","Pde4b","Lpar1",0.1584,0.1011,0.1908,0.003,0.0498,0.0498,0.003
33,241,342,0.0209,"Slc30a4","Pde4b","Nlrp6",0.1503,0.093,0.3755,-0.0051,0.0498,0.0498,-0.0051
33,241,343,0.034,"Slc30a4","Pde4b","Irs2",0.1372,0.0799,0.291,-0.0182,0.0498,0.0498,-0.0182
33,241,344,0.0067,"Slc30a4","Pde4b","Marchf6",0.1645,0.1072,0.3912,0.0091,0.0498,0.0389,0.0091
33,241,346,0.0103,"Slc30a4","Pde4b","Rbpj",0.1609,0.1036,0.302,0.0055,0.0498,0.0498,0.0055
33,241,348,0.0115,"Slc30a4","Pde4b","Tgfb2",0.1597,0.1024,0.4273,0.0043,0.0498,0.0498,0.0043
33,241,349,0.0377,"Slc30a4","Pde4b","Prss23",0.1335,0.0762,0.2542,-0.0219,0.0498,0.0498,-0.0219
33,241,351,0.013,"Slc30a4","Pde4b","Ptger4",0.1582,0.1009,0.4788,0.0028,0.0498,0.0498,0.0028
33,241,353,0.019,"Slc30a4","Pde4b","Lats1",0.1522,0.0949,0.2652,-0.0032,0.0498,0.0498,-0.0032
33,241,354,0.0235,"Slc30a4","Pde4b","Thbs1",0.1477,0.0904,0.1699,-0.0077,0.0498,0.0498,-0.0077
33,241,355,0.0075,"Slc30a4","Pde4b","Cdk6",0.1637,0.1064,0.1892,0.0083,0.0498,0.0498,0.0083
33,241,357,0.0351,"Slc30a4","Pde4b","Cept1",0.1361,0.0788,0.4038,-0.0193,0.0498,0.0498,-0.0193
33,241,359,0.0351,"Slc30a4","Pde4b","Car8",0.1361,0.0788,0.4454,-0.0193,0.0498,0.0498,-0.0193
33,241,361,0.0086,"Slc30a4","Pde4b","Irf8",0.1626,0.1053,0.4185,0.0072,0.0498,0.0498,0.0072
33,241,363,0.0205,"Slc30a4","Pde4b","Znrf3",0.1507,0.0934,0.5121,-0.0047,0.0498,0.0498,-0.0047
33,241,365,0.0346,"Slc30a4","Pde4b","Mgat3",0.1366,0.0793,0.2711,-0.0188,0.0498,0.0498,-0.0188
33,241,368,0.0342,"Slc30a4","Pde4b","Id1",0.137,0.0797,0.4044,-0.0184,0.0498,0.0498,-0.0184
33,241,370,0.0168,"Slc30a4","Pde4b","Ptpn11",0.1544,0.0971,0.5297,-0.000999999999999997,0.0498,0.0498,-0.000999999999999997
33,241,375,0.0135,"Slc30a4","Pde4b","Prkce",0.1577,0.1004,0.546,0.0023,0.0498,0.0498,0.0023
33,241,377,0.0361,"Slc30a4","Pde4b","Hcar2",0.1351,0.0778,0.1732,-0.0203,0.0498,0.0498,-0.0203
33,241,378,0.0445,"Slc30a4","Pde4b","Fpr1",0.1267,0.0694,0.2858,-0.0287,0.0498,0.0498,-0.0287
33,241,383,0.0132,"Slc30a4","Pde4b","Slc39a9",0.158,0.1007,0.3893,0.0026,0.0498,0.0498,0.0026
33,241,384,0.0175,"Slc30a4","Pde4b","Arhgap30",0.1537,0.0964,0.2537,-0.0017,0.0498,0.0498,-0.0017
33,241,387,0.0438,"Slc30a4","Pde4b","Slc17a5",0.1274,0.0701,0.2605,-0.028,0.0498,0.0498,-0.028
33,241,389,0.0363,"Slc30a4","Pde4b","Lgr4",0.1349,0.0776,0.4552,-0.0205,0.0498,0.0498,-0.0205
33,241,392,0.0293,"Slc30a4","Pde4b","Ftl1",0.1419,0.0846,0.2952,-0.0135,0.0498,0.0498,-0.0135
33,241,393,0.0263,"Slc30a4","Pde4b","Prkca",0.1449,0.0876,0.2921,-0.0105,0.0498,0.0122,-0.0105
33,241,394,0.0432,"Slc30a4","Pde4b","Ffar2",0.128,0.0707,0.4019,-0.0274,0.0498,0.0498,-0.0274
33,241,396,0.0125,"Slc30a4","Pde4b","Ywhag",0.1587,0.1014,0.4347,0.0033,0.0498,0.0498,0.0033
33,241,399,0.0154,"Slc30a4","Pde4b","Prkcb",0.1558,0.0985,0.4841,0.000400000000000001,0.0498,0.0498,0.000400000000000001
33,241,402,0.0456,"Slc30a4","Pde4b","Rhob",0.1256,0.0683,0.3499,-0.0298,0.0498,0.0498,-0.0298
33,241,403,0.0301,"Slc30a4","Pde4b","Ceacam2",0.1411,0.0838,0.3852,-0.0143,0.0498,0.0498,-0.0143
33,241,404,0.0079,"Slc30a4","Pde4b","Slfn5",0.1633,0.106,0.4612,0.0079,0.0498,0.0498,0.0079
33,241,405,0.0141,"Slc30a4","Pde4b","Slc30a7",0.1571,0.0998,0.1839,0.0017,0.0498,0.0498,0.0017
33,241,407,0.0293,"Slc30a4","Pde4b","Adam10",0.1419,0.0846,0.3404,-0.0135,0.0498,0.0498,-0.0135
33,241,408,0.0351,"Slc30a4","Pde4b","Ddx17",0.1361,0.0788,0.4068,-0.0193,0.0498,0.0498,-0.0193
33,241,409,0.0333,"Slc30a4","Pde4b","Foxd2",0.1379,0.0806,0.2581,-0.0175,0.0498,0.0498,-0.0175
33,241,410,0.0365,"Slc30a4","Pde4b","Fut9",0.1347,0.0774,0.3629,-0.0207,0.0498,0.0498,-0.0207
33,241,414,0.0139,"Slc30a4","Pde4b","Socs6",0.1573,0.1,0.2514,0.0019,0.0498,0.0498,0.0019
33,241,416,0.0154,"Slc30a4","Pde4b","Ptafr",0.1558,0.0985,0.352,0.000400000000000001,0.0498,0.0498,0.000400000000000001
33,241,417,0.0155,"Slc30a4","Pde4b","Birc2",0.1557,0.0984,0.1671,0.000300000000000002,0.0498,0.0498,0.000300000000000002
33,241,418,0.0443,"Slc30a4","Pde4b","Mab21l2",0.1269,0.0696,0.3562,-0.0285,0.0498,0.0498,-0.0285
33,241,419,0.0492,"Slc30a4","Pde4b","Trim31",0.122,0.0647,0.2762,-0.0334,0.0498,0.0498,-0.0334
33,241,420,0.0091,"Slc30a4","Pde4b","Nfam1",0.1621,0.1048,0.4471,0.0067,0.0498,0.0498,0.0067
33,241,421,0.04,"Slc30a4","Pde4b","Tspan7",0.1312,0.0739,0.4789,-0.0242,0.0498,0.0498,-0.0242
33,241,422,0.0098,"Slc30a4","Pde4b","Thra",0.1614,0.1041,0.4044,0.006,0.0498,0.0498,0.006
33,241,424,0.0279,"Slc30a4","Pde4b","Hopx",0.1433,0.086,0.3869,-0.0121,0.0498,0.0498,-0.0121
33,241,426,0.0193,"Slc30a4","Pde4b","Ptk2b",0.1519,0.0946,0.507,-0.0035,0.0498,0.0498,-0.0035
33,241,428,0.0174,"Slc30a4","Pde4b","Slc4a4",0.1538,0.0965,0.3849,-0.0016,0.0498,0.0498,-0.0016
33,241,429,0.0071,"Slc30a4","Pde4b","Maml3",0.1641,0.1068,0.3167,0.0087,0.0498,0.0498,0.0087
33,241,431,0.0317,"Slc30a4","Pde4b","Slc25a3",0.1395,0.0822,0.393,-0.0159,0.0498,0.0498,-0.0159
33,241,433,0.034,"Slc30a4","Pde4b","Actg1",0.1372,0.0799,0.4621,-0.0182,0.0498,0.0498,-0.0182
33,241,434,0.0101,"Slc30a4","Pde4b","Acadm",0.1611,0.1038,0.4551,0.0057,0.0498,0.0498,0.0057
33,241,435,0.0364,"Slc30a4","Pde4b","Mapk3",0.1348,0.0775,0.4923,-0.0206,0.0498,0.0498,-0.0206
33,241,438,0.0241,"Slc30a4","Pde4b","Gpx1",0.1471,0.0898,0.3639,-0.0083,0.0498,0.0498,-0.0083
33,241,443,0.0193,"Slc30a4","Pde4b","Bmpr2",0.1519,0.0946,0.2982,-0.0035,0.0498,0.0498,-0.0035
33,241,448,0.031,"Slc30a4","Pde4b","Ccnd1",0.1402,0.0829,0.1923,-0.0152,0.0498,0.0498,-0.0152
33,241,452,0.033,"Slc30a4","Pde4b","Naip5",0.1382,0.0809,0.332,-0.0172,0.0498,0.0498,-0.0172
33,241,454,0.0138,"Slc30a4","Pde4b","Csf2rb",0.1574,0.1001,0.4287,0.002,0.0498,0.0498,0.002
33,241,456,0.0306,"Slc30a4","Pde4b","Ccl28",0.1406,0.0833,0.5255,-0.0148,0.0498,0.0498,-0.0148
33,241,457,0.0294,"Slc30a4","Pde4b","Selenos",0.1418,0.0845,0.4305,-0.0136,0.0498,0.0498,-0.0136
33,241,461,0.021,"Slc30a4","Pde4b","Naip3",0.1502,0.0929,0.3897,-0.0052,0.0498,0.0498,-0.0052
33,241,462,0.0408,"Slc30a4","Pde4b","Bcl2l2",0.1304,0.0731,0.3666,-0.025,0.0498,0.0498,-0.025
33,241,463,0.0155,"Slc30a4","Pde4b","Slc5a3",0.1557,0.0984,0.4138,0.000300000000000002,0.0498,0.0498,0.000300000000000002
34,111,241,0.0457,"Gata6","Mapk8","Pde4b",0.2746,0.4396,0.0682,0.0498,0.0498,0.0498,0.0498
34,126,241,0.0471,"Gata6","Gsdmd","Pde4b",0.2732,0.3376,0.0668,0.0498,0.0498,0.0498,0.0498
34,177,241,0.0453,"Gata6","Atp5b","Pde4b",0.275,0.271,0.0686,0.0498,0.0498,0.0498,0.0498
34,241,286,0.0263,"Gata6","Pde4b","Ikbkb",0.294,0.0876,0.1451,0.0498,0.0498,0.0022,0.0022
34,241,296,0.0333,"Gata6","Pde4b","Plet1",0.287,0.0806,0.1164,0.0498,0.0498,0.0165,0.0165
34,241,303,0.0399,"Gata6","Pde4b","Slc25a36",0.2804,0.074,0.2314,0.0498,0.0498,0.0498,0.0498
34,241,327,0.0451,"Gata6","Pde4b","Kdm6a",0.2752,0.0688,0.3184,0.0498,0.0498,0.004,0.004
34,241,344,0.0488,"Gata6","Pde4b","Marchf6",0.2715,0.0651,0.3491,0.0498,0.0498,-0.0032,-0.0032
34,241,393,0.0356,"Gata6","Pde4b","Prkca",0.2847,0.0783,0.2828,0.0498,0.0498,0.0029,0.0029
35,241,286,0.0492,"Apc","Pde4b","Ikbkb",0.3279,0.0647,0.1222,0.0498,0.0498,-0.0207,-0.0207
35,241,296,0.0385,"Apc","Pde4b","Plet1",0.3386,0.0754,0.1112,0.0498,0.0498,0.0113,0.0113
35,241,303,0.0477,"Apc","Pde4b","Slc25a36",0.3294,0.0662,0.2236,0.0498,0.0498,0.0498,0.0498
36,241,296,0.0366,"Nr2c2","Pde4b","Plet1",0.4176,0.0773,0.1131,0.0498,0.0498,0.0132,0.0132
40,241,296,0.0345,"Met","Pde4b","Plet1",0.4652,0.0794,0.1152,0.0498,0.0498,0.0153,0.0153
41,241,296,0.0495,"Cbx5","Pde4b","Plet1",0.3794,0.0644,0.1002,0.0498,0.0498,0.000299999999999995,0.000299999999999995
42,241,296,0.0332,"Cilk1","Pde4b","Plet1",0.2984,0.0807,0.1165,0.0498,0.0498,0.0166,0.0166
43,241,286,0.0377,"Tafazzin","Pde4b","Ikbkb",0.2736,0.0762,0.1337,0.0498,0.0498,-0.0092,-0.0092
43,241,296,0.0414,"Tafazzin","Pde4b","Plet1",0.2699,0.0725,0.1083,0.0498,0.0498,0.0084,0.0084
45,126,241,0.0455,"Slc5a1","Gsdmd","Pde4b",0.3104,0.3392,0.0684,0.0498,0.0498,0.0498,0.0498
45,156,241,0.0488,"Slc5a1","Mal2","Pde4b",0.3071,0.1482,0.0651,0.0498,0.0498,0.0498,0.0498
45,241,296,0.0273,"Slc5a1","Pde4b","Plet1",0.3286,0.0866,0.1224,0.0498,0.0498,0.0225,0.0225
48,241,296,0.0477,"Pten","Pde4b","Plet1",0.3345,0.0662,0.102,0.0498,0.0498,0.0021,0.0021
51,241,286,0.0422,"Gadd45b","Pde4b","Ikbkb",0.3834,0.0717,0.1292,0.0498,0.0498,-0.0137,-0.0137
51,241,296,0.0349,"Gadd45b","Pde4b","Plet1",0.3907,0.079,0.1148,0.0498,0.0498,0.0149,0.0149
52,241,296,0.04,"Hspa8","Pde4b","Plet1",0.3727,0.0739,0.1097,0.0498,0.0498,0.0098,0.0098
54,241,296,0.0449,"Nfe2l2","Pde4b","Plet1",0.3791,0.069,0.1048,0.0498,0.0498,0.00489999999999999,0.00489999999999999
55,241,296,0.037,"Rxra","Pde4b","Plet1",0.4299,0.0769,0.1127,0.0498,0.0498,0.0128,0.0128
56,156,241,0.046,"Wt1","Mal2","Pde4b",0.4088,0.151,0.0679,0.0498,0.0498,0.0498,0.0498
56,167,241,0.0446,"Wt1","Mxi1","Pde4b",0.4102,0.2731,0.0693,0.0498,0.0498,0.0498,0.0498
56,241,296,0.0316,"Wt1","Pde4b","Plet1",0.4232,0.0823,0.1181,0.0498,0.0498,0.0182,0.0182
57,241,286,0.0397,"Plcg1","Pde4b","Ikbkb",0.3991,0.0742,0.1317,0.0498,0.0498,-0.0112,-0.0112
57,241,296,0.0307,"Plcg1","Pde4b","Plet1",0.4081,0.0832,0.119,0.0498,0.0498,0.0191,0.0191
57,241,327,0.0449,"Plcg1","Pde4b","Kdm6a",0.3939,0.069,0.3186,0.0498,0.0498,0.0042,0.0042
57,241,344,0.0417,"Plcg1","Pde4b","Marchf6",0.3971,0.0722,0.3562,0.0498,0.0498,0.0039,0.0039
57,241,393,0.0335,"Plcg1","Pde4b","Prkca",0.4053,0.0804,0.2849,0.0498,0.0498,0.005,0.005
58,241,286,0.0434,"Il13ra1","Pde4b","Ikbkb",0.3919,0.0705,0.128,0.0498,0.0498,-0.0149,-0.0149
58,241,296,0.0292,"Il13ra1","Pde4b","Plet1",0.4061,0.0847,0.1205,0.0498,0.0498,0.0206,0.0206
58,241,393,0.0488,"Il13ra1","Pde4b","Prkca",0.3865,0.0651,0.2696,0.0498,0.0498,-0.0103,-0.0103
62,241,296,0.0329,"Atp5g3","Pde4b","Plet1",0.3949,0.081,0.1168,0.0498,0.0498,0.0169,0.0169
64,241,296,0.0364,"Ywhah","Pde4b","Plet1",0.3923,0.0775,0.1133,0.0498,0.0498,0.0134,0.0134
65,241,286,0.0374,"Hdac2","Pde4b","Ikbkb",0.4147,0.0765,0.134,0.0498,0.0498,-0.0089,-0.0089
65,241,344,0.0401,"Hdac2","Pde4b","Marchf6",0.412,0.0738,0.3578,0.0498,0.0498,0.0055,0.0055
67,241,296,0.0303,"Nts","Pde4b","Plet1",0.1956,0.0836,0.1194,0.0498,0.0498,0.0195,0.0195
68,241,286,0.0468,"P4ha1","Pde4b","Ikbkb",0.2734,0.0671,0.1246,0.0498,0.0498,-0.0183,-0.0183
68,241,296,0.0491,"P4ha1","Pde4b","Plet1",0.2711,0.0648,0.1006,0.0498,0.0498,0.000699999999999999,0.000699999999999999
68,241,393,0.0484,"P4ha1","Pde4b","Prkca",0.2718,0.0655,0.27,0.0498,0.0498,-0.0099,-0.0099
69,241,296,0.0466,"Dcn","Pde4b","Plet1",0.3888,0.0673,0.1031,0.0498,0.0498,0.00319999999999999,0.00319999999999999
70,111,241,0.0474,"Kitl","Mapk8","Pde4b",0.212,0.4379,0.0665,0.0498,0.0498,0.0498,0.0498
70,241,286,0.0271,"Kitl","Pde4b","Ikbkb",0.2323,0.0868,0.1443,0.0498,0.0498,0.0014,0.0014
70,241,296,0.031,"Kitl","Pde4b","Plet1",0.2284,0.0829,0.1187,0.0498,0.0498,0.0188,0.0188
70,241,303,0.0418,"Kitl","Pde4b","Slc25a36",0.2176,0.0721,0.2295,0.0498,0.0498,0.0498,0.0498
70,241,327,0.0336,"Kitl","Pde4b","Kdm6a",0.2258,0.0803,0.3299,0.0498,0.0498,0.0155,0.0155
70,241,393,0.0318,"Kitl","Pde4b","Prkca",0.2276,0.0821,0.2866,0.0498,0.0498,0.0067,0.0067
72,241,296,0.0483,"Socs2","Pde4b","Plet1",0.4353,0.0656,0.1014,0.0498,0.0498,0.00149999999999999,0.00149999999999999
73,241,296,0.0331,"Timp3","Pde4b","Plet1",0.3253,0.0808,0.1166,0.0498,0.0498,0.0167,0.0167
74,126,241,0.0407,"Slc5a8","Gsdmd","Pde4b",0.3819,0.344,0.0732,0.0498,0.0498,0.0498,0.0498
74,241,286,0.0317,"Slc5a8","Pde4b","Ikbkb",0.3909,0.0822,0.1397,0.0498,0.0498,-0.0032,-0.0032
74,241,296,0.0336,"Slc5a8","Pde4b","Plet1",0.389,0.0803,0.1161,0.0498,0.0498,0.0162,0.0162
74,241,327,0.0491,"Slc5a8","Pde4b","Kdm6a",0.3735,0.0648,0.3144,0.0498,0.0498,0,0
74,241,393,0.0388,"Slc5a8","Pde4b","Prkca",0.3838,0.0751,0.2796,0.0498,0.0498,-0.000300000000000002,-0.000300000000000002
75,241,296,0.0352,"Sirt1","Pde4b","Plet1",0.444,0.0787,0.1145,0.0498,0.0498,0.0146,0.0146
76,241,296,0.0343,"Ddx21","Pde4b","Plet1",0.4003,0.0796,0.1154,0.0498,0.0498,0.0155,0.0155
76,241,393,0.0442,"Ddx21","Pde4b","Prkca",0.3904,0.0697,0.2742,0.0498,0.0498,-0.0057,-0.0057
77,164,241,0.0498,"Egfr","Smc3","Pde4b",0.0998,0.3098,0.0641,0.0498,0.0498,0.0498,0.0498
77,167,241,0.0496,"Egfr","Mxi1","Pde4b",0.1,0.2681,0.0643,0.0498,0.0498,0.0498,0.0498
77,241,248,0.0414,"Egfr","Pde4b","Bst1",0.1082,0.0725,0.2817,0.0498,0.0498,0.0498,0.0498
77,241,286,0.0466,"Egfr","Pde4b","Ikbkb",0.103,0.0673,0.1248,0.0498,0.0498,-0.0181,-0.0181
77,241,296,0.0426,"Egfr","Pde4b","Plet1",0.107,0.0713,0.1071,0.0498,0.0498,0.0072,0.0072
77,241,341,0.0461,"Egfr","Pde4b","Lpar1",0.1035,0.0678,0.1575,0.0498,0.0498,0.0498,0.0498
77,241,355,0.0497,"Egfr","Pde4b","Cdk6",0.0999,0.0642,0.147,0.0498,0.0498,0.0498,0.0498
77,241,357,0.0474,"Egfr","Pde4b","Cept1",0.1022,0.0665,0.3915,0.0498,0.0498,0.0498,0.0498
77,241,405,0.0456,"Egfr","Pde4b","Slc30a7",0.104,0.0683,0.1524,0.0498,0.0498,0.0498,0.0498
77,241,429,0.0495,"Egfr","Pde4b","Maml3",0.1001,0.0644,0.2743,0.0498,0.0498,0.0498,0.0498
78,241,296,0.0372,"Meis1","Pde4b","Plet1",0.4363,0.0767,0.1125,0.0498,0.0498,0.0126,0.0126
79,241,286,0.0483,"Mdm2","Pde4b","Ikbkb",0.3969,0.0656,0.1231,0.0498,0.0498,-0.0198,-0.0198
79,241,296,0.0371,"Mdm2","Pde4b","Plet1",0.4081,0.0768,0.1126,0.0498,0.0498,0.0127,0.0127
79,241,393,0.043,"Mdm2","Pde4b","Prkca",0.4022,0.0709,0.2754,0.0498,0.0498,-0.0045,-0.0045
80,241,296,0.0322,"Rel","Pde4b","Plet1",0.4451,0.0817,0.1175,0.0498,0.0498,0.0176,0.0176
81,241,296,0.0449,"Hspa4","Pde4b","Plet1",0.306,0.069,0.1048,0.0498,0.0498,0.00489999999999999,0.00489999999999999
82,241,296,0.034,"Xbp1","Pde4b","Plet1",0.3836,0.0799,0.1157,0.0498,0.0498,0.0158,0.0158
85,241,296,0.0477,"Id2","Pde4b","Plet1",0.317,0.0662,0.102,0.0498,0.0498,0.0021,0.0021
86,241,296,0.0336,"Dnmt3a","Pde4b","Plet1",0.3762,0.0803,0.1161,0.0498,0.0498,0.0162,0.0162
89,241,286,0.0499,"Slc9a3r1","Pde4b","Ikbkb",0.425,0.064,0.1215,0.0498,0.0498,-0.0214,-0.0214
89,241,296,0.0339,"Slc9a3r1","Pde4b","Plet1",0.441,0.08,0.1158,0.0498,0.0498,0.0159,0.0159
90,241,296,0.0434,"Atp2a3","Pde4b","Plet1",0.3826,0.0705,0.1063,0.0498,0.0498,0.0064,0.0064
92,241,286,0.045,"Krt19","Pde4b","Ikbkb",0.1402,0.0689,0.1264,0.0498,0.0498,-0.0165,-0.0165
93,241,296,0.029,"Top2a","Pde4b","Plet1",0.4783,0.0849,0.1207,0.0498,0.0498,0.0208,0.0208
93,241,393,0.0458,"Top2a","Pde4b","Prkca",0.4615,0.0681,0.2726,0.0498,0.0498,-0.0073,-0.0073
94,167,241,0.0463,"Fut8","Mxi1","Pde4b",0.3109,0.2714,0.0676,0.0498,0.0498,0.0498,0.0498
94,241,296,0.0396,"Fut8","Pde4b","Plet1",0.3176,0.0743,0.1101,0.0498,0.0498,0.0102,0.0102
96,241,286,0.0451,"Numb","Pde4b","Ikbkb",0.3153,0.0688,0.1263,0.0498,0.0498,-0.0166,-0.0166
96,241,296,0.0411,"Numb","Pde4b","Plet1",0.3193,0.0728,0.1086,0.0498,0.0498,0.0087,0.0087
101,167,241,0.048,"Slc35b3","Mxi1","Pde4b",0.2826,0.2697,0.0659,0.0498,0.0498,0.0498,0.0498
101,241,286,0.04,"Slc35b3","Pde4b","Ikbkb",0.2906,0.0739,0.1314,0.0498,0.0498,-0.0115,-0.0115
101,241,296,0.037,"Slc35b3","Pde4b","Plet1",0.2936,0.0769,0.1127,0.0498,0.0498,0.0128,0.0128
101,241,327,0.0413,"Slc35b3","Pde4b","Kdm6a",0.2893,0.0726,0.3222,0.0498,0.0498,0.0078,0.0078
102,241,296,0.0393,"Ptch1","Pde4b","Plet1",0.4534,0.0746,0.1104,0.0498,0.0498,0.0105,0.0105
103,241,296,0.0382,"Rasa1","Pde4b","Plet1",0.4675,0.0757,0.1115,0.0498,0.0498,0.0116,0.0116
104,241,296,0.0308,"Vcan","Pde4b","Plet1",0.3684,0.0831,0.1189,0.0498,0.0498,0.019,0.019
107,241,286,0.0338,"Pde4d","Pde4b","Ikbkb",0.5336,0.0801,0.1376,0.0498,0.0498,-0.0053,-0.0053
107,241,296,0.0347,"Pde4d","Pde4b","Plet1",0.5327,0.0792,0.115,0.0498,0.0498,0.0151,0.0151
107,241,393,0.0497,"Pde4d","Pde4b","Prkca",0.5177,0.0642,0.2687,0.0498,0.0498,-0.0112,-0.0112
108,241,296,0.0305,"Slc4a7","Pde4b","Plet1",0.4196,0.0834,0.1192,0.0498,0.0498,0.0193,0.0193
109,241,296,0.0477,"Map3k1","Pde4b","Plet1",0.2902,0.0662,0.102,0.0498,0.0498,0.0021,0.0021
110,241,286,0.0446,"Ngly1","Pde4b","Ikbkb",0.2656,0.0693,0.1268,0.0498,0.0498,-0.0161,-0.0161
110,241,296,0.0336,"Ngly1","Pde4b","Plet1",0.2766,0.0803,0.1161,0.0498,0.0498,0.0162,0.0162
110,241,327,0.0475,"Ngly1","Pde4b","Kdm6a",0.2627,0.0664,0.316,0.0498,0.0498,0.0016,0.0016
111,141,241,0.0428,"Mapk8","Pla2g7","Pde4b",0.4425,0.3944,0.0711,0.0498,0.0498,0.0498,0.0498
111,175,241,0.0469,"Mapk8","Cdk2","Pde4b",0.4384,0.227,0.067,0.0498,0.0498,0.0498,0.0498
111,241,269,0.0419,"Mapk8","Pde4b","Atg7",0.4434,0.072,0.2692,0.0498,0.0498,0.0498,0.0498
111,241,286,0.0358,"Mapk8","Pde4b","Ikbkb",0.4495,0.0781,0.1356,0.0498,0.0498,-0.0073,-0.0073
111,241,296,0.036,"Mapk8","Pde4b","Plet1",0.4493,0.0779,0.1137,0.0498,0.0498,0.0138,0.0138
111,241,327,0.0484,"Mapk8","Pde4b","Kdm6a",0.4369,0.0655,0.3151,0.0498,0.0498,0.000699999999999999,0.000699999999999999
111,241,344,0.0454,"Mapk8","Pde4b","Marchf6",0.4399,0.0685,0.3525,0.0498,0.0498,0.000199999999999999,0.000199999999999999
111,241,346,0.0468,"Mapk8","Pde4b","Rbpj",0.4385,0.0671,0.2655,0.0498,0.0498,0.0498,0.0498
111,241,361,0.0483,"Mapk8","Pde4b","Irf8",0.437,0.0656,0.3788,0.0498,0.0498,0.0498,0.0498
